gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,logP,Signif,Difference
GALGAL-R16279,1.08320689262103e-21,0.599526201184757,0.191,0.13,1.62242728376777e-17,16.7898347589135,upregulated,0.061
GALGAL-R03228,1.08516253870378e-21,0.366793229417192,0.335,0.261,1.62535645047052e-17,16.7890513808412,upregulated,0.074
GALGAL-R14831,1.09257170459766e-21,-2.44017432412757,0.005,0.021,1.63645389914638e-17,16.786096224776,downregulated,-0.016
GALGAL-R00147,1.11148833930256e-21,0.565455510931747,0.308,0.237,1.66478723460737e-17,16.7786412629026,upregulated,0.071
GALGAL-R10723,1.12440377527514e-21,1.08627359624645,0.077,0.037,1.68413197460711e-17,16.7736238786334,upregulated,0.04
GALGAL-R07415,1.1698510179239e-21,0.65949936202755,0.147,0.092,1.75220285464641e-17,16.7564156164592,upregulated,0.055
GALGAL-R00453,1.17848231423773e-21,1.20259370911686,0.066,0.029,1.76513081026527e-17,16.7532231044001,upregulated,0.037
GALGAL-R00325,1.17864513362824e-21,0.268139262957803,0.5,0.418,1.76537468114838e-17,16.7531631063181,upregulated,0.082
GALGAL-R12692,1.1845910373818e-21,0.349586906298126,0.219,0.152,1.77428045579046e-17,16.7509777313051,upregulated,0.067
GALGAL-R03167,1.25235559613107e-21,0.567056789797252,0.159,0.102,1.87577821188512e-17,16.7268185129978,upregulated,0.057
GALGAL-R08146,1.26409957734742e-21,0.581525583612743,0.131,0.078,1.89336834695097e-17,16.7227648876282,upregulated,0.053
GALGAL-R13648,1.35660287206052e-21,0.533622271215177,0.238,0.173,2.03191978177225e-17,16.6920934415758,upregulated,0.065
GALGAL-R07856,1.37267505302674e-21,0.301270068347361,0.373,0.294,2.05599269442345e-17,16.6869784328563,upregulated,0.079
GALGAL-R08937,1.38984953463902e-21,0.649376530410498,0.162,0.105,2.08171663298232e-17,16.6815783877494,upregulated,0.057
GALGAL-R16368,1.5024301818852e-21,0.374883210715189,0.396,0.321,2.25033992642765e-17,16.6477518743237,upregulated,0.075
GALGAL-R13798,1.57069861070935e-21,0.515145668098874,0.238,0.172,2.35259237912047e-17,16.6284533141474,upregulated,0.066
GALGAL-R10787,1.62747526313083e-21,-0.231537518775575,0.682,0.75,2.43763244911735e-17,16.6130317775338,not significant,-0.0679999999999999
GALGAL-R12266,1.63018212225502e-21,0.257862923079113,0.435,0.351,2.44168678271357e-17,16.6123100477063,upregulated,0.084
GALGAL-R10893,1.64424256047626e-21,0.903357543603107,0.097,0.052,2.46274650708134e-17,16.6085802882183,upregulated,0.045
GALGAL-R14549,1.73105333765787e-21,-0.812216312839117,0.063,0.106,2.59277168914396e-17,16.5862357240754,downregulated,-0.043
GALGAL-R00321,1.7555267978642e-21,0.95594445223259,0.09,0.047,2.629428037841e-17,16.5801387104547,upregulated,0.043
GALGAL-R00401,1.84659989943517e-21,0.833815887967878,0.111,0.063,2.765837329374e-17,16.5581733661764,upregulated,0.048
GALGAL-R02618,1.85787606777083e-21,-0.626861468426326,0.111,0.165,2.78272677430715e-17,16.5555294333483,downregulated,-0.054
GALGAL-R08742,1.90340087482174e-21,-0.432116802373488,0.387,0.455,2.850913830308e-17,16.545015909168,downregulated,-0.068
GALGAL-R08724,1.99424112587424e-21,-0.590233282833704,0.152,0.213,2.98697435833443e-17,16.5247685055785,downregulated,-0.061
GALGAL-R11490,2.00409607786073e-21,-0.628963056205845,0.115,0.169,3.0017351054198e-17,16.5226276356538,downregulated,-0.054
GALGAL-R00829,2.01140617507165e-21,0.820486617528492,0.088,0.045,3.01268416902232e-17,16.5210463946593,upregulated,0.043
GALGAL-R06226,2.25284421066777e-21,-1.99148383038247,0.01,0.031,3.37431005873818e-17,16.4718150134445,downregulated,-0.021
GALGAL-R07073,2.26762932988824e-21,0.667079434829647,0.145,0.091,3.3964552103066e-17,16.4689741081585,upregulated,0.054
GALGAL-R12513,2.2699582162583e-21,-2.52791444892328,0.004,0.02,3.39994341631168e-17,16.4685283106601,downregulated,-0.016
GALGAL-R00904,2.27665870711371e-21,0.411958530417764,0.307,0.235,3.40997941151491e-17,16.4672482431461,upregulated,0.072
GALGAL-R13995,2.39740799571213e-21,-0.510759561993105,0.222,0.288,3.59083769597762e-17,16.4448042243182,downregulated,-0.066
GALGAL-R12294,2.43865867252271e-21,-1.30522675135837,0.025,0.054,3.65262295970452e-17,16.4373951553191,downregulated,-0.029
GALGAL-R16101,2.49867554796124e-21,0.397637111349702,0.231,0.164,3.74251623573635e-17,16.42683630693,upregulated,0.067
GALGAL-R08339,2.53655001700375e-21,0.289309898781607,0.503,0.429,3.79924461546822e-17,16.4203027433687,upregulated,0.074
GALGAL-R08004,2.63175300261389e-21,0.535004191087483,0.356,0.294,3.94183964731508e-17,16.4043010466478,upregulated,0.062
GALGAL-R10660,2.742837615973e-21,0.790780110712301,0.112,0.064,4.10822218120436e-17,16.3863460768903,upregulated,0.048
GALGAL-R10099,3.1720526653633e-21,0.751417678441527,0.114,0.066,4.75110048218114e-17,16.3232057844839,upregulated,0.048
GALGAL-R03941,3.24655385709784e-21,0.532354958131097,0.216,0.152,4.86268836716115e-17,16.3131235619677,upregulated,0.064
GALGAL-R00651,3.35123070484199e-21,-0.557333008515251,0.142,0.2,5.01947334971234e-17,16.2993418472598,downregulated,-0.058
GALGAL-R09966,3.35755821251256e-21,1.18323976201593,0.069,0.032,5.02895069070131e-17,16.2985226226533,upregulated,0.037
GALGAL-R06666,3.49974881418524e-21,0.387767687397747,0.377,0.303,5.24192377388665e-17,16.2805092986929,upregulated,0.074
GALGAL-R08442,3.56315470139783e-21,0.743227364398761,0.114,0.066,5.33689311175367e-17,16.2727114952366,upregulated,0.048
GALGAL-R00422,3.58555164050005e-21,0.718342954172045,0.119,0.07,5.37043924714097e-17,16.2699901919898,upregulated,0.049
GALGAL-R15009,3.79363640232771e-21,0.537069941706889,0.161,0.104,5.68210860340645e-17,16.2454904697667,upregulated,0.057
GALGAL-R11041,3.96620254824692e-21,0.460903262709448,0.233,0.167,5.94057817676423e-17,16.2261712845207,upregulated,0.066
GALGAL-R13535,3.98628985160531e-21,-2.25361400864615,0.004,0.019,5.97066493973444e-17,16.2239772997623,downregulated,-0.015
GALGAL-R05520,4.70229721062598e-21,-0.974228520635708,0.055,0.095,7.0431007620756e-17,16.152236098332,downregulated,-0.04
GALGAL-R16813,4.75596590799644e-21,-4.77841507415054,0.003,0.017,7.12348573699707e-17,16.1473074409278,downregulated,-0.014
GALGAL-R05380,4.80009440558708e-21,0.900496665102953,0.086,0.044,7.18958140068833e-17,16.1432963948276,upregulated,0.042
GALGAL-R08483,4.81608914746928e-21,0.779106898480083,0.117,0.068,7.21353832507949e-17,16.1418516564849,upregulated,0.049
GALGAL-R15773,4.92765180987433e-21,-0.731136219116081,0.162,0.22,7.38063688082977e-17,16.1319061609553,downregulated,-0.058
GALGAL-R02497,5.13071664060855e-21,0.563630240577039,0.198,0.137,7.68478738430348e-17,16.1143681436621,upregulated,0.061
GALGAL-R11127,5.16314832832287e-21,0.491908959528492,0.219,0.154,7.73336356616199e-17,16.1116315719936,upregulated,0.065
GALGAL-R07492,5.78949570953037e-21,0.808374170727039,0.1,0.055,8.67150667373459e-17,16.0619054373289,upregulated,0.045
GALGAL-R07317,6.01634905273723e-21,-0.554312046462321,0.139,0.197,9.01128761118982e-17,16.0452131488122,downregulated,-0.058
GALGAL-R01074,6.06669278004505e-21,-0.663232928631676,0.118,0.171,9.08669244595148e-17,16.0415941711096,downregulated,-0.053
GALGAL-R15210,6.16454944070424e-21,-0.46210742858788,0.21,0.276,9.23326215228681e-17,16.0346448337045,downregulated,-0.066
GALGAL-R10023,6.38639060749222e-21,0.517189004652848,0.204,0.142,9.56553585190185e-17,16.0192906962059,upregulated,0.062
GALGAL-R03019,6.57483697399121e-21,-0.277751495248893,0.516,0.592,9.84779081964403e-17,16.0066611849792,downregulated,-0.076
GALGAL-R02016,6.58162013641521e-21,0.197727022664849,0.774,0.747,9.85795064032271e-17,16.0062133607288,not significant,0.027
GALGAL-R01746,7.47372257683513e-21,-0.217199294516358,0.601,0.69,1.11941416755837e-16,15.9510092008655,not significant,-0.089
GALGAL-R09475,7.55308231091242e-21,-0.728551685325649,0.097,0.146,1.13130066852846e-16,15.9464219562336,downregulated,-0.049
GALGAL-R14287,7.60960487849826e-21,0.53614014562074,0.157,0.101,1.13976661870147e-16,15.9431840667218,upregulated,0.056
GALGAL-R07628,7.63345068008208e-21,-0.974526077832087,0.044,0.081,1.14333824286269e-16,15.9418252697991,downregulated,-0.037
GALGAL-R12776,7.9365349619346e-21,1.39168415530248,0.054,0.021,1.18873420659856e-16,15.9249152400084,upregulated,0.033
GALGAL-R14648,7.99425003248347e-21,0.289763960848603,0.436,0.357,1.19737876986537e-16,15.9217684463841,upregulated,0.079
GALGAL-R10848,8.07077757969925e-21,1.71474421967976,0.036,0.01,1.20884106588735e-16,15.9176307948757,upregulated,0.026
GALGAL-R01830,8.12887133005573e-21,0.38226228256104,0.274,0.204,1.21754234781575e-16,15.9145159244847,upregulated,0.07
GALGAL-R02883,8.22365863909659e-21,0.339370833613114,0.421,0.349,1.23173959096389e-16,15.9094810991209,upregulated,0.072
GALGAL-R13141,8.3357344554737e-21,1.22196080247897,0.06,0.025,1.24852630674085e-16,15.9036023025301,upregulated,0.035
GALGAL-R12663,8.33712665485393e-21,0.14495851561965,0.841,0.789,1.24873483036402e-16,15.9035297745451,not significant,0.0519999999999999
GALGAL-R12647,8.39990123432708e-21,1.29578313209129,0.049,0.018,1.25813720687751e-16,15.9002719940732,upregulated,0.031
GALGAL-R04474,8.50233640195789e-21,1.55675298889245,0.044,0.015,1.27347994628525e-16,15.8950078895588,upregulated,0.029
GALGAL-R13079,8.73195780882763e-21,-0.593739208291606,0.289,0.351,1.3078726406062e-16,15.8834345451363,downregulated,-0.062
GALGAL-R16401,8.78774424652768e-21,1.40879893249519,0.051,0.019,1.31622833324492e-16,15.8806687647748,upregulated,0.032
GALGAL-R03887,9.67015376235132e-21,-1.17182419935975,0.015,0.039,1.44839563052498e-16,15.8391127940192,downregulated,-0.024
GALGAL-R13009,9.6834663967012e-21,2.66865181284928,0.026,0.004,1.45038959689791e-16,15.8385153239333,upregulated,0.022
GALGAL-R10599,9.90347294334745e-21,-1.11552509432585,0.041,0.076,1.48334217745458e-16,15.8287586543399,downregulated,-0.035
GALGAL-R06161,1.00171223541956e-20,0.587255525391641,0.18,0.122,1.50036458621142e-16,15.8238031952508,upregulated,0.058
GALGAL-R15764,1.07046484945942e-20,1.14046889880028,0.072,0.034,1.60334225152031e-16,15.7949737626856,upregulated,0.038
GALGAL-R16105,1.07094395011682e-20,0.527916731497271,0.225,0.161,1.60405984848497e-16,15.7947794319484,upregulated,0.064
GALGAL-R00157,1.16656837786501e-20,-1.70939330182713,0.012,0.034,1.74728611636622e-16,15.7576359739038,downregulated,-0.022
GALGAL-R11556,1.32650516382854e-20,0.921350014546,0.088,0.047,1.98683943438239e-16,15.7018372288033,upregulated,0.041
GALGAL-R03928,1.4079740934878e-20,0.541390362635648,0.205,0.143,2.10886359722603e-16,15.6759515098233,upregulated,0.062
GALGAL-R16920,1.42072252433004e-20,0.470040560481662,0.269,0.202,2.12795819694153e-16,15.6720369078694,upregulated,0.067
GALGAL-R09140,1.59019833326077e-20,0.493757357587759,0.238,0.173,2.38179906355798e-16,15.6230948798259,upregulated,0.065
GALGAL-R17585,1.59313688707939e-20,-1.42479104476813,0.014,0.038,2.38620042946751e-16,15.6222930804662,downregulated,-0.024
GALGAL-R10223,1.60366338072773e-20,0.361883250807239,0.36,0.287,2.401967011654e-16,15.6194329614439,upregulated,0.073
GALGAL-R02187,1.67585614391979e-20,-1.47967896919336,0.018,0.044,2.51009733236306e-16,15.6003094378462,downregulated,-0.026
GALGAL-R12252,1.74582776659698e-20,-1.92629145103259,0.02,0.046,2.61490082880895e-16,15.5825447772815,downregulated,-0.026
GALGAL-R15198,1.78500530349686e-20,0.59664414065733,0.145,0.092,2.6735809435776e-16,15.5729066629506,upregulated,0.053
GALGAL-R12277,1.79101587436104e-20,0.444028301502439,0.239,0.174,2.68258357661797e-16,15.571446738589,upregulated,0.065
GALGAL-R16177,1.82091273272441e-20,-0.774278734931154,0.069,0.113,2.72736309107463e-16,15.5642570410268,downregulated,-0.044
GALGAL-R13073,1.90025741580989e-20,0.661693525797169,0.107,0.061,2.84620555740005e-16,15.5457337376949,upregulated,0.046
GALGAL-R16057,1.90356979495804e-20,-0.637347388006986,0.092,0.141,2.85116683888816e-16,15.5449773687696,downregulated,-0.049
GALGAL-R15028,1.96927127177938e-20,0.497858829104552,0.231,0.167,2.94957451087116e-16,15.5302406283975,upregulated,0.064
GALGAL-R01466,1.99208053896732e-20,0.436707858011845,0.293,0.225,2.98373823126525e-16,15.525239280966,upregulated,0.068
GALGAL-R03246,2.10201689957691e-20,0.523385564793444,0.21,0.148,3.14840091218629e-16,15.5019099704476,upregulated,0.062
GALGAL-R16298,2.10858845594461e-20,-0.25406718755388,0.321,0.4,3.15824378931384e-16,15.5005543492273,downregulated,-0.079
GALGAL-R01183,2.15751894817309e-20,0.796400277698602,0.109,0.063,3.23153188057365e-16,15.490591555202,upregulated,0.046
GALGAL-R14702,2.20135744086223e-20,0.403182890922535,0.296,0.225,3.29719317492345e-16,15.4818556078021,upregulated,0.071
GALGAL-R11403,2.25158211557097e-20,0.536503628356067,0.273,0.209,3.37241969270219e-16,15.4720583833704,upregulated,0.064
GALGAL-R13251,2.30086226160909e-20,1.21640236063231,0.065,0.03,3.44623149543809e-16,15.4626555528269,upregulated,0.035
GALGAL-R11593,2.38555421349167e-20,0.515376443919711,0.205,0.144,3.57308310096783e-16,15.4469568830777,upregulated,0.061
GALGAL-R06673,2.41352725792222e-20,0.725241436693807,0.113,0.066,3.6149811269159e-16,15.441893965727,upregulated,0.047
GALGAL-R14879,2.44241207369597e-20,0.779494303165786,0.099,0.055,3.65824480398183e-16,15.4367272355843,upregulated,0.044
GALGAL-R03889,2.46204373414631e-20,0.841994103037681,0.115,0.068,3.68764910500435e-16,15.4332504105605,upregulated,0.047
GALGAL-R02028,2.47189444032372e-20,0.820837344568481,0.124,0.075,3.70240349271687e-16,15.4315162530301,upregulated,0.049
GALGAL-R08752,2.51315531770678e-20,0.744913101954972,0.143,0.091,3.76420403486121e-16,15.4243268441149,upregulated,0.052
GALGAL-R14854,2.52868476828697e-20,0.461096440874679,0.243,0.178,3.78746404594023e-16,15.421651481189,upregulated,0.065
GALGAL-R08090,2.54329144239664e-20,0.878125243396436,0.094,0.051,3.80934192242169e-16,15.4191500437853,upregulated,0.043
GALGAL-R01508,2.61172632987557e-20,0.223986558427526,0.684,0.641,3.91184369688763e-16,15.407618506373,not significant,0.043
GALGAL-R06691,2.63257389610124e-20,0.385039069744684,0.404,0.336,3.94306918158043e-16,15.4041656031157,upregulated,0.068
GALGAL-R05919,2.69177985510728e-20,0.614663662538453,0.193,0.134,4.03174786697968e-16,15.3945066351447,upregulated,0.059
GALGAL-R09058,2.79930966728775e-20,0.7956213737818,0.103,0.058,4.19280601966359e-16,15.377495229783,upregulated,0.045
GALGAL-R09976,2.80873408998305e-20,0.836051420880701,0.097,0.053,4.20692191997662e-16,15.3760355483676,upregulated,0.044
GALGAL-R06843,2.84386580885086e-20,0.53480066654694,0.228,0.166,4.25954220849682e-16,15.3706370739037,upregulated,0.062
GALGAL-R10035,2.87669405709621e-20,0.813500187212385,0.1,0.056,4.3087123587187e-16,15.3656524976013,upregulated,0.044
GALGAL-R01047,3.07983775642312e-20,0.490948934619939,0.217,0.155,4.61298099157054e-16,15.3360183349588,upregulated,0.062
GALGAL-R12029,3.1271417091634e-20,0.440830707970458,0.301,0.232,4.68383285198495e-16,15.3293986116261,upregulated,0.069
GALGAL-R01097,3.17198033817793e-20,-2.43601146825029,0.028,0.057,4.7509921505229e-16,15.3232156871113,downregulated,-0.029
GALGAL-R00548,3.32256550575098e-20,-0.281492477677754,0.642,0.704,4.97653861451382e-16,15.3030726217553,downregulated,-0.0619999999999999
GALGAL-R12773,3.36672042275646e-20,0.535130109057414,0.205,0.145,5.04267384920463e-16,15.2973391202944,upregulated,0.06
GALGAL-R13979,3.53226510011955e-20,0.946899312629583,0.098,0.054,5.29062666695907e-16,15.2764928833744,upregulated,0.044
GALGAL-R14881,3.76956646540781e-20,1.06484236506873,0.076,0.038,5.64605665188782e-16,15.248254768506,upregulated,0.038
GALGAL-R02092,3.89443637677706e-20,-0.761760912316478,0.066,0.108,5.83308680513667e-16,15.2341015605644,downregulated,-0.042
GALGAL-R16253,3.98985112164366e-20,0.558150580749462,0.229,0.167,5.97599900999788e-16,15.2235894831392,upregulated,0.062
GALGAL-R16412,4.06530515536325e-20,0.398462687933541,0.303,0.231,6.08901406170307e-16,15.2154530230036,upregulated,0.072
GALGAL-R06369,4.14941186253918e-20,-0.967915975482997,0.206,0.263,6.21498908771119e-16,15.2065596295567,downregulated,-0.057
GALGAL-R04518,4.30050580758052e-20,0.804751700063184,0.113,0.067,6.4412975985941e-16,15.1910266352578,upregulated,0.046
GALGAL-R08010,4.32407545665874e-20,0.580393542636007,0.179,0.121,6.47660021898345e-16,15.1886529098085,upregulated,0.058
GALGAL-R01590,4.44323283443338e-20,0.335140456387218,0.4,0.327,6.65507413941432e-16,15.1768471019986,upregulated,0.073
GALGAL-R16297,4.59828337625066e-20,0.385115995291598,0.37,0.3,6.88730884094824e-16,15.1619504419294,upregulated,0.07
GALGAL-R05587,4.59835364627085e-20,-3.78596188320389,0.001,0.011,6.88741409138449e-16,15.1619438051812,downregulated,-0.01
GALGAL-R03222,4.67260604760365e-20,0.670973459286718,0.12,0.072,6.99862933810074e-16,15.1549870070124,upregulated,0.048
GALGAL-R12165,4.74682640296861e-20,0.645337303943517,0.12,0.071,7.10979658636638e-16,15.1481428244014,upregulated,0.049
GALGAL-R17358,4.79911576160838e-20,0.296755601996071,0.539,0.477,7.18811558773703e-16,15.1433849478802,upregulated,0.0620000000000001
GALGAL-R05360,4.80404199524009e-20,0.937157585095491,0.091,0.049,7.19549410047061e-16,15.1429393785529,upregulated,0.042
GALGAL-R04110,5.03569143318503e-20,0.541648820889365,0.194,0.135,7.54245862862453e-16,15.1224870633087,upregulated,0.059
GALGAL-R17595,5.15942976056485e-20,0.846633345445818,0.094,0.052,7.72779389537403e-16,15.1119444693171,upregulated,0.042
GALGAL-R00474,5.25393148039753e-20,0.422737434056557,0.245,0.18,7.86933857133942e-16,15.1040617691516,upregulated,0.065
GALGAL-R11291,5.62973227018785e-20,0.417892321695866,0.271,0.203,8.43221299428736e-16,15.0740584318901,upregulated,0.068
GALGAL-R09651,5.64905190305151e-20,0.346884271621033,0.454,0.385,8.46114994039055e-16,15.0725706087308,upregulated,0.069
GALGAL-R05086,5.68171890443479e-20,0.435817595047694,0.226,0.162,8.51007857506242e-16,15.070066429979,upregulated,0.064
GALGAL-R00824,5.7773975060173e-20,0.255322641848335,0.529,0.455,8.65338598451271e-16,15.062813924136,upregulated,0.074
GALGAL-R00717,5.81401282728786e-20,0.817839122936722,0.099,0.055,8.70822841271176e-16,15.0600701881427,upregulated,0.044
GALGAL-R16214,5.81748469981683e-20,0.497625716502172,0.224,0.161,8.71342858338565e-16,15.0598109239985,upregulated,0.063
GALGAL-R10025,5.85074733549691e-20,0.894888514053039,0.096,0.053,8.76324935910727e-16,15.0573348302395,upregulated,0.043
GALGAL-R09583,6.02601356434377e-20,-2.03533573945396,0.014,0.037,9.0257631166741e-16,15.0445160688295,downregulated,-0.023
GALGAL-R12873,6.3548776780533e-20,0.748185887762645,0.089,0.047,9.51833578618823e-16,15.0214389783021,upregulated,0.042
GALGAL-R16910,6.36662757876017e-20,0.399386012791226,0.298,0.229,9.53593478746698e-16,15.020636727564,upregulated,0.069
GALGAL-R13560,6.37983031572443e-20,0.596132679858757,0.159,0.104,9.55570984689205e-16,15.0197370458002,upregulated,0.055
GALGAL-R02055,6.44560257585053e-20,0.210550420485794,0.685,0.633,9.65422353810892e-16,15.0152826495568,not significant,0.052
GALGAL-R02817,6.59443424263143e-20,0.314750769230682,0.495,0.427,9.87714360861335e-16,15.005368631766,upregulated,0.068
GALGAL-R08963,6.63709496405944e-20,0.333025702026614,0.329,0.256,9.94104083716823e-16,15.0025681421445,upregulated,0.073
GALGAL-R04794,6.79845027802611e-20,-0.491144894991853,0.178,0.239,1.01827188264275e-15,14.9921362481618,downregulated,-0.061
GALGAL-R03201,7.24314378672706e-20,-0.586299872822205,0.12,0.173,1.08487807637598e-15,14.9646190670988,downregulated,-0.053
