"","geneid","HH29_Beak","HH30_Beak","HH36_Beak","HH38_Beak"
"1","GALGAL-R00001",0.00289273035094115,0.00154023111192098,0.00887995607432207,0.00226686257052644
"2","GALGAL-R00002",0.0900780957550497,0.105261607534711,0.180907094078409,0.0913448244453258
"3","GALGAL-R00003",0,0,0,0
"4","GALGAL-R00004",0.010124556228294,0.00246436977907357,0.0049709213938063,0.0051004407836845
"5","GALGAL-R00005",69733.7616731763,247041.843004981,120146.120489077,178849847.00779
"6","GALGAL-R00006",0.243826227282754,0.242489277120091,0.392466826974156,0.189243523994979
"7","GALGAL-R00007",0.591111410706699,0.659600890270335,1.21051152603585,0.373598234066068
"8","GALGAL-R00008",0.0253673813501421,0.0162396675678422,0.0325282045823449,0.010200881567369
"9","GALGAL-R00009",0.693809026624925,2.78374796987195,1.86288320468869,0.613719201628768
"10","GALGAL-R00010",0,0,0,0
"11","GALGAL-R00011",0.0994366444588222,0.0995841949445903,0.136022452231787,0.0770781093674091
"12","GALGAL-R00012",0.00108477388160293,0.00123218488953678,0.00165697379793543,0.000566715642631611
"13","GALGAL-R00013",0.00361591293867644,0.00588594326835067,0.0049709213938063,0.00494078668905867
"14","GALGAL-R00014",0.000723182587735288,0.000308046222384196,0.000828486898967717,0.000566715642631611
"15","GALGAL-R00015",0.394403359789858,0.305440797422224,1.03208341654027,0.221142751729751
"16","GALGAL-R00016",0.0100226893901405,0.00484195733962696,0.303030080449656,20.4324470853974
"17","GALGAL-R00017",0.0673049078400886,0.0393517511617841,0.0456214613717446,0.0210562321361237
"18","GALGAL-R00018",2.43013922624959,3.56083044151851,7.79137926599277,3.5703433968425
"19","GALGAL-R00019",0.250857579740473,0.240445940000805,0.520177137669331,0.450732464140075
"20","GALGAL-R00020",0,0,0,0
"21","GALGAL-R00021",0.0620388960496345,0.0353862329224861,0.0945596096466003,0.055048100040648
"22","GALGAL-R00022",80584.5734724337,2074281.84987651,12871413.823756,272808662086.416
"23","GALGAL-R00023",0.802762299138692,0.72629456408211,2.51563989474411,2.17391970774821
"24","GALGAL-R00024",0.281620299734565,0.266069911232049,0.37867436460828,0.139592336774394
"25","GALGAL-R00025",1.13342802694818,0.784097102888498,2.12238948251625,0.899930170671242
"26","GALGAL-R00026",0.00893791550853758,0.00708506311483651,0.0458548611860674,0.0664347081739627
"27","GALGAL-R00027",0.810181571220913,0.569296641848443,3.62701148168154,3.16800037115816
"28","GALGAL-R00028",0.301138176220168,0.248444306112383,0.229538237011463,0.17473918780032
"29","GALGAL-R00029",0.0509384963765915,0.0351589513099765,0.0460173947801512,0.0281761280369547
"30","GALGAL-R00030",0.293075265907555,0.269356344286911,8.7520556117171,147.211099395283
"31","GALGAL-R00031",0.346353676869487,0.198457596419109,0.29192347678749,0.216396115412169
"32","GALGAL-R00032",0.0335578723528828,0.0218798987044051,0.0829367562107832,0.0355931908202927
"33","GALGAL-R00033",0.013694593108224,0.00607414222916375,0.0180822400295717,0.0066409336169535
"34","GALGAL-R00034",0.0172545152674934,0.0212551893445095,0.0307823027178048,0.0162750995416909
"35","GALGAL-R00035",0.243204911533172,0.181474070338143,0.177310177991005,0.213292988438886
"36","GALGAL-R00036",0.35115520193859,0.154631668924196,0.199344030572347,0.242800195785357
"37","GALGAL-R00037",0.0418987140299003,0.0257891004617523,0.0538748235305773,0.0255022039184225
"38","GALGAL-R00038",0.028825436671258,0.0276850773628812,0.0249435350356362,0.0315764218927444
"39","GALGAL-R00039",0,0,0,0
"40","GALGAL-R00040",0.287132494028079,0.175788361247896,0.365084159501406,0.178211382391982
"41","GALGAL-R00041",0.0765484238630868,0.0277241600145777,0.0507942757490292,0.0697937774024422
"42","GALGAL-R00042",0.0423621721619215,0.0202442684588368,0.0285302418352244,0.0314167677981185
"43","GALGAL-R00043",4.11052186832207,3.30448913875271,24.0653804514875,3.04139700031312
"44","GALGAL-R00044",2.52612104157424,5.8688858274471,3.2855215854948,1.83157576563208
"45","GALGAL-R00045",0,0,0,0
"46","GALGAL-R00046",0,0,0,0
"47","GALGAL-R00047",0,0,0,0
"48","GALGAL-R00048",0.0474632627361144,0.0272425493551531,0.0227308335424504,0.00890779618747994
"49","GALGAL-R00049",1.17008241745331e+107,3.30683273842619e+146,2.68092172021585e+107,2.60286073254945e+281
"50","GALGAL-R00050",0.902349172320359,0.694554590497841,1.0276497231817,0.939932887386868
"51","GALGAL-R00051",0.0840011617361079,0.0254810542393681,0.0670912545246662,0.0366768626764289
"52","GALGAL-R00052",0.000361591293867644,0.000924138667152588,0.00248546069690315,0.000566715642631611
"53","GALGAL-R00053",0.00144636517547058,0,0.00473752157948348,0
"54","GALGAL-R00054",1.62175680820273,1.17370845335628,2.74515736197905,3.1385785649552
"55","GALGAL-R00055",0.000723182587735288,0.00360977245009018,0.0103035300579347,0.0066409336169535
"56","GALGAL-R00056",138.941922412191,3.58217144283467,229467099.055321,227317624.03887
"57","GALGAL-R00059",0,0,0,0
"58","GALGAL-R00061",0,0,0,0
"59","GALGAL-R00063",0.236358305193233,0.179646445136256,0.994818080642586,0.565584157856288
"60","GALGAL-R00064",0,0,0,0
"61","GALGAL-R00065",0.139053009712086,0.0346356586923738,0.162423807389121,0.148066148137614
"62","GALGAL-R00066",0.00459881998212585,0.00672329971698309,0.211328210636071,0.104450328536025
"63","GALGAL-R00068",0.417188404430096,0.394768561998331,1.12991805258167,0.419383109587698
"64","GALGAL-R00069",0.00933831926245114,0.00713276268166018,0.00639449537741892,0.000566715642631611
"65","GALGAL-R00070",0.00216954776320587,0.00299368000532179,0.00248546069690315,0.00226686257052644
"66","GALGAL-R00071",0.00506227811414702,0.00400460089099455,0.0141732053490559,0.00226686257052644
"67","GALGAL-R00072",0.00795500846508817,0.00360977245009018,0.00579940829277402,0.00340029385578967
"68","GALGAL-R00073",0,0,0,0
"69","GALGAL-R00074",0.00144636517547058,0.00434571215642969,0.00165697379793543,0.00170014692789483
"70","GALGAL-R00076",0.121286928586482,0.112418818344295,0.244721492577805,0.0854641673718744
"71","GALGAL-R00077",0,0,0,0
"72","GALGAL-R00078",0.00144636517547058,0,0.00165697379793543,0.000566715642631611
"73","GALGAL-R00079",0.0377633521797956,0.0409641299684525,0.0633498666895442,0.0276094123943231
"74","GALGAL-R00080",0.0498537224949886,0.024075304912791,0.0841277921326662,0.0568540545106592
"75","GALGAL-R00081",378582333.853631,2400306594979.84,298802701092.912,93449389278740594688
"76","GALGAL-R00082",0,0.00215632355668937,0,0.00550750233169028
"77","GALGAL-R00083",0.022270917322894,0.0144781724520572,0.0221357464578055,0.0255899572771766
"78","GALGAL-R00084",0.00831659975895582,0.000616092444768392,0.0175265123343213,0.0106079431153748
"79","GALGAL-R00085",0,0,0,0
"80","GALGAL-R00087",0.00857632421466994,0.00462069333576294,0.00414243449483859,0.000566715642631611
"81","GALGAL-R00088",1.95893822322365,2.87237436516525,2.11704406873551,0.986739396188177
"82","GALGAL-R00089",0.825183045771057,0.571253196749206,1.70107854981384,0.415213080624908
"83","GALGAL-R00090",2.32299032876032,2.69714263221563,32.7592584673435,1.31721196325714
"84","GALGAL-R00091",0.223218950764292,0.281777530560753,0.295014233856853,0.117022535081256
"85","GALGAL-R00092",0.0598764118851291,0.0478425636031977,0.0526452899718929,0.0278298965714483
"86","GALGAL-R00093",0.0211301526618839,0.0330563449287564,0.263117736441308,0.131890567454177
"87","GALGAL-R00094",0.0330626653595162,0.00422586489485857,0.00414243449483859,0.0199228008508605
"88","GALGAL-R00095",0.0333153262165298,0.0239885226942708,0.0233259206270953,0.011741374400638
"89","GALGAL-R00096",0.00216954776320587,0.00184827733430518,0.0169314252496764,0.00453372514105289
"90","GALGAL-R00097",0.188851184772251,0.196869345325362,0.430022979201162,0.511708148323914
"91","GALGAL-R00098",2.27502436977921e+62,2.63116241741114e+41,4.08303834960476e+99,2.21320054294514e+189
"92","GALGAL-R00099",0.0564183565640132,0.048491721091017,0.0673640137283836,0.0431581421987565
"93","GALGAL-R00100",0.000723182587735288,0.000308046222384196,0.0055660084784512,0
"94","GALGAL-R00101",0.00108477388160293,0,0.00165697379793543,0
"95","GALGAL-R00102",0.000361591293867644,0.000308046222384196,0.00165697379793543,0.000566715642631611
"96","GALGAL-R00103",0.0307352599787497,0.0272034667034566,0.0541082233449001,0.0259092654664283
