"","Type","background","pvalue","oddvalue","Simulate"
"22756","cpm","random_test","0.726509965535806","0.974348070111321","4552"
"22757","highexp","random_test","0.807249146779115","0.956128995749","4552"
"22758","highvar","random_test","0.954392435848227","0.851508116972917","4552"
"22759","specific.ob","random_test","0.640261380478966","0.97479169739669","4552"
"22760","DEG","random_test","0.0959619897230365","1.06157727660233","4552"
"22761","cpm","random_test","0.819948049636585","0.960780728992591","4553"
"22762","highexp","random_test","0.910981980558763","0.93186769185594","4553"
"22763","highvar","random_test","0.5228839439639","0.998188551403908","4553"
"22764","specific.ob","random_test","0.5498935974967","0.992754247317286","4553"
"22765","DEG","random_test","0.295538599881236","1.02556969663287","4553"
"22766","cpm","random_test","0.128315351361859","1.05259725473047","4554"
"22767","highexp","random_test","0.529139211332863","0.99735163202413","4554"
"22768","highvar","random_test","0.597451770766349","0.980436069640833","4554"
"22769","specific.ob","random_test","0.338302806434251","1.03524096072877","4554"
"22770","DEG","random_test","0.00230149120216964","1.13648908374218","4554"
"22771","cpm","random_test","0.71144969895375","0.976297846055455","4555"
"22772","highexp","random_test","0.632131728289437","0.983484368437682","4555"
"22773","highvar","random_test","0.485224563594019","1.0071140031018","4555"
"22774","specific.ob","random_test","0.817976723846854","0.933490374245266","4555"
"22775","DEG","random_test","0.677092251539912","0.980271640392101","4555"
"22776","cpm","random_test","0.696012259307758","0.978250532543979","4556"
"22777","highexp","random_test","0.726546503215493","0.969723373818554","4556"
"22778","highvar","random_test","0.843981848628066","0.910770915522976","4556"
"22779","specific.ob","random_test","0.610702185143374","0.980763405745188","4556"
"22780","DEG","random_test","0.819651414675733","0.960181061464731","4556"
"22781","cpm","random_test","0.319997550750549","1.02197239270893","4557"
"22782","highexp","random_test","0.383528074747992","1.01695267560591","4557"
"22783","highvar","random_test","0.189443275258006","1.08900779224984","4557"
"22784","specific.ob","random_test","0.5498935974967","0.992754247317286","4557"
"22785","DEG","random_test","0.36079935825727","1.01721343293459","4557"
"22786","cpm","random_test","0.437996807204356","1.00789558562098","4558"
"22787","highexp","random_test","0.487030612304611","1.0029283476764","4558"
"22788","highvar","random_test","0.123387784175257","1.11694165303662","4558"
"22789","specific.ob","random_test","0.234137098098678","1.05989529346601","4558"
"22790","DEG","random_test","0.327504167552943","1.02138468245329","4558"
"22791","cpm","random_test","0.180796441906075","1.04229568743206","4559"
"22792","highexp","random_test","0.306129730376878","1.02825760066665","4559"
"22793","highvar","random_test","0.0435479138126084","1.17378683119417","4559"
"22794","specific.ob","random_test","0.258375169611172","1.05370581330493","4559"
"22795","DEG","random_test","0.140211567619553","1.0508836597098","4559"
"22796","cpm","random_test","0.27386438897181","1.02805457143183","4560"
"22797","highexp","random_test","0.776845154708592","0.961578523934131","4560"
"22798","highvar","random_test","0.819858179744019","0.919373422422275","4560"
"22799","specific.ob","random_test","0.488024186463545","1.00480886289509","4560"
"22800","DEG","random_test","0.121079325413864","1.05515138517327","4560"
"22801","cpm","random_test","0.831445615199954","0.958854064181934","4561"
"22802","highexp","random_test","0.343997455257061","1.02259560514321","4561"
"22803","highvar","random_test","0.215669786903076","1.07976789078329","4561"
"22804","specific.ob","random_test","0.426574268707167","1.01693055789121","4561"
"22805","DEG","random_test","0.280117063451335","1.02766737418062","4561"
"22806","cpm","random_test","0.71144969895375","0.976297846055455","4562"
"22807","highexp","random_test","0.902084102841669","0.93454404246713","4562"
"22808","highvar","random_test","0.668865135393277","0.962812508648932","4562"
"22809","specific.ob","random_test","0.518999294120865","0.998773445362171","4562"
"22810","DEG","random_test","0.4843082232536","1.00272205596419","4562"
"22811","cpm","random_test","0.664096325049461","0.982164656517801","4563"
"22812","highexp","random_test","0.760682989899601","0.964309602492469","4563"
"22813","highvar","random_test","0.885659924057867","0.893679595110623","4563"
"22814","specific.ob","random_test","0.696875422713106","0.962895543316819","4563"
"22815","DEG","random_test","0.556447310672057","0.994515202846416","4563"
"22816","cpm","random_test","0.852995882926079","0.955009331885067","4564"
"22817","highexp","random_test","0.760682989899601","0.964309602492469","4564"
"22818","highvar","random_test","0.374710601081642","1.03409750850841","4564"
"22819","specific.ob","random_test","0.889357104373211","0.910216655726144","4564"
"22820","DEG","random_test","0.693217163054084","0.97824901755247","4564"
"22821","cpm","random_test","0.842461901601153","0.956930266731993","4565"
"22822","highexp","random_test","0.287924281940122","1.03109576831225","4565"
"22823","highvar","random_test","0.089634340593096","1.13574418492684","4565"
"22824","specific.ob","random_test","0.796462574116016","0.939352410399979","4565"
"22825","DEG","random_test","0.693217163054084","0.97824901755247","4565"
"22826","cpm","random_test","0.579476861710243","0.992001240701527","4566"
"22827","highexp","random_test","0.591608989567555","0.989018443230348","4566"
"22828","highvar","random_test","0.734827978279512","0.945317069388133","4566"
"22829","specific.ob","random_test","0.973712247440039","0.858810692673669","4566"
"22830","DEG","random_test","0.0324881438762903","1.08757535273465","4566"
"22831","cpm","random_test","0.831445615199954","0.958854064181934","4567"
"22832","highexp","random_test","0.529139211332863","0.99735163202413","4567"
"22833","highvar","random_test","0.793569264976435","0.928009986523376","4567"
"22834","specific.ob","random_test","0.640261380478966","0.97479169739669","4567"
"22835","DEG","random_test","0.4843082232536","1.00272205596419","4567"
"22836","cpm","random_test","0.180796441906075","1.04229568743206","4568"
"22837","highexp","random_test","0.0484648496832035","1.09179919242315","4568"
"22838","highvar","random_test","0.00437885638610908","1.27145188419539","4568"
"22839","specific.ob","random_test","0.838032014011737","0.927643875184874","4568"
"22840","DEG","random_test","0.538488936265826","0.996562230127866","4568"
"22841","cpm","random_test","0.128315351361859","1.05259725473047","4569"
"22842","highexp","random_test","0.0242550215843753","1.10953957715513","4569"
"22843","highvar","random_test","0.143300880896165","1.1075945265812","4569"
"22844","specific.ob","random_test","0.457154576149904","1.01086121356336","4569"
"22845","DEG","random_test","0.0629767794185414","1.07235227766653","4569"
"22846","cpm","random_test","0.491073678662638","1.00191169147889","4570"
"22847","highexp","random_test","0.117162785544254","1.06552981968084","4570"
"22848","highvar","random_test","0.274133949507694","1.06139431306112","4570"
"22849","specific.ob","random_test","0.817976723846854","0.933490374245266","4570"
"22850","DEG","random_test","0.209411548121335","1.03814182237685","4570"
"22851","cpm","random_test","0.336073012466791","1.01995158271075","4571"
"22852","highexp","random_test","0.0890978365549663","1.07423637244256","4571"
"22853","highvar","random_test","0.702652969437614","0.954048823798594","4571"
"22854","specific.ob","random_test","0.488024186463545","1.00480886289509","4571"
"22855","DEG","random_test","0.13040204038943","1.0530159059344","4571"
"22856","cpm","random_test","0.00536098310738602","1.12033499128365","4572"
"22857","highexp","random_test","0.00633252356629144","1.13950687982499","4572"
"22858","highvar","random_test","0.00437885638610908","1.27145188419539","4572"
"22859","specific.ob","random_test","0.338302806434251","1.03524096072877","4572"
"22860","DEG","random_test","0.0214156764828025","1.09634725214542","4572"
"22861","cpm","random_test","0.80797223624373","0.962710265929733","4573"
"22862","highexp","random_test","0.847858324100045","0.94799307080922","4573"
"22863","highvar","random_test","0.702652969437614","0.954048823798594","4573"
"22864","specific.ob","random_test","0.796462574116016","0.939352410399979","4573"
"22865","DEG","random_test","0.280117063451335","1.02766737418062","4573"
"22866","cpm","random_test","0.180796441906075","1.04229568743206","4574"
"22867","highexp","random_test","0.253147392979718","1.03678648398944","4574"
"22868","highvar","random_test","0.243933758809191","1.07056344352548","4574"
"22869","specific.ob","random_test","0.580521646898459","0.986750911577307","4574"
"22870","DEG","random_test","0.538488936265826","0.996562230127866","4574"
"22871","cpm","random_test","0.00159374918289151","1.13998756316621","4575"
"22872","highexp","random_test","0.00633252356629144","1.13950687982499","4575"
"22873","highvar","random_test","0.165313729543598","1.09828328918616","4575"
"22874","specific.ob","random_test","0.889357104373211","0.910216655726144","4575"
"22875","DEG","random_test","0.0358971618479183","1.08539070226822","4575"
"22876","cpm","random_test","0.64766777442977","0.98412610370534","4576"
"22877","highexp","random_test","0.612019058081127","0.986249281981609","4576"
"22878","highvar","random_test","0.976287131689676","0.826581105117567","4576"
"22879","specific.ob","random_test","0.723645451643856","0.956971032599783","4576"
"22880","DEG","random_test","0.466269477108971","1.00478199492386","4576"
"22881","cpm","random_test","0.755420576835204","0.970457230541589","4577"
"22882","highexp","random_test","0.910981980558763","0.93186769185594","4577"
"22883","highvar","random_test","0.734827978279512","0.945317069388133","4577"
"22884","specific.ob","random_test","0.457154576149904","1.01086121356336","4577"
"22885","DEG","random_test","0.44830301469108","1.00684534739668","4577"
"22886","cpm","random_test","0.890353723882793","0.947354123655402","4578"
"22887","highexp","random_test","0.220738403528813","1.04249642812282","4578"
"22888","highvar","random_test","0.0291087179354633","1.19298650516261","4578"
"22889","specific.ob","random_test","0.518999294120865","0.998773445362171","4578"
"22890","DEG","random_test","0.574293732418464","0.992471243897612","4578"
"22891","cpm","random_test","0.473314057070819","1.00390306557986","4579"
"22892","highexp","random_test","0.570955075962695","0.991791856249934","4579"
"22893","highvar","random_test","0.5228839439639","0.998188551403908","4579"
"22894","specific.ob","random_test","0.773527275977684","0.94523001629575","4579"
"22895","DEG","random_test","0.819651414675733","0.960181061464731","4579"
"22896","cpm","random_test","0.491073678662638","1.00191169147889","4580"
"22897","highexp","random_test","0.821460616639978","0.953410537941541","4580"
"22898","highvar","random_test","0.633706297712217","0.97160822395472","4580"
"22899","specific.ob","random_test","0.518999294120865","0.998773445362171","4580"
"22900","DEG","random_test","0.222646297242878","1.03602711934805","4580"
"22901","cpm","random_test","0.741172937840935","0.972401199880881","4581"
"22902","highexp","random_test","0.591608989567555","0.989018443230348","4581"
"22903","highvar","random_test","0.981269003433505","0.81833386856083","4581"
"22904","specific.ob","random_test","0.0680764491854263","1.12275194778216","4581"
"22905","DEG","random_test","0.311342151240252","1.02347546721996","4581"
"22906","cpm","random_test","0.192723914172133","1.04024208148829","4582"
"22907","highexp","random_test","0.270253008510115","1.03393872669906","4582"
"22908","highvar","random_test","0.410817996074886","1.0250683522464","4582"
"22909","specific.ob","random_test","0.0904665588723138","1.11003950479735","4582"
"22910","DEG","random_test","0.250503540465196","1.03180810383942","4582"
"22911","cpm","random_test","0.680219781046357","0.980206134415752","4583"
"22912","highexp","random_test","0.270253008510115","1.03393872669906","4583"
"22913","highvar","random_test","0.143300880896165","1.1075945265812","4583"
"22914","specific.ob","random_test","0.610702185143374","0.980763405745188","4583"
"22915","DEG","random_test","0.59199245361271","0.990430348185054","4583"
"22916","cpm","random_test","0.217984520690415","1.03614483054011","4584"
"22917","highexp","random_test","0.306129730376878","1.02825760066665","4584"
"22918","highvar","random_test","0.189443275258006","1.08900779224984","4584"
"22919","specific.ob","random_test","0.189726050681644","1.07232632558286","4584"
"22920","DEG","random_test","0.236347755122993","1.03391588100795","4584"
"22921","cpm","random_test","0.872622371850042","0.95117603100975","4585"
"22922","highexp","random_test","0.726546503215493","0.969723373818554","4585"
"22923","highvar","random_test","0.306126753768299","1.05226036594109","4585"
"22924","specific.ob","random_test","0.749228801338873","0.951062189394761","4585"
"22925","DEG","random_test","0.873187124496647","0.950247940728547","4585"
"22926","cpm","random_test","0.596835070843789","0.990028044455935","4586"
"22927","highexp","random_test","0.163630850634933","1.05397426663599","4586"
"22928","highvar","random_test","0.485224563594019","1.0071140031018","4586"
"22929","specific.ob","random_test","0.610702185143374","0.980763405745188","4586"
"22930","DEG","random_test","0.466269477108971","1.00478199492386","4586"
"22931","cpm","random_test","0.913523030909917","0.941642542884267","4587"
"22932","highexp","random_test","0.96197314061953","0.910616978729307","4587"
"22933","highvar","random_test","0.668865135393277","0.962812508648932","4587"
"22934","specific.ob","random_test","0.518999294120865","0.998773445362171","4587"
"22935","DEG","random_test","0.85326529798633","0.954212280009812","4587"
"22936","cpm","random_test","0.231302014140056","1.03410117804223","4588"
"22937","highexp","random_test","0.529139211332863","0.99735163202413","4588"
"22938","highvar","random_test","0.702652969437614","0.954048823798594","4588"
"22939","specific.ob","random_test","0.723645451643856","0.956971032599783","4588"
"22940","DEG","random_test","0.150512428097688","1.0487546409622","4588"
"22941","cpm","random_test","0.741172937840935","0.972401199880881","4589"
"22942","highexp","random_test","0.926958421002823","0.926528380348898","4589"
"22943","highvar","random_test","0.734827978279512","0.945317069388133","4589"
"22944","specific.ob","random_test","0.773527275977684","0.94523001629575","4589"
"22945","DEG","random_test","0.882410437899201","0.948270210814234","4589"
"22946","cpm","random_test","0.00183673824793336","1.13779059461336","4590"
"22947","highexp","random_test","0.0388397754141345","1.09769282830129","4590"
"22948","highvar","random_test","0.0235485967129932","1.20265971623292","4590"
"22949","specific.ob","random_test","0.00540482819224784","1.21371867209812","4590"
"22950","DEG","random_test","0.236347755122993","1.03391588100795","4590"
"22951","cpm","random_test","0.169344451385711","1.04435261869764","4591"
"22952","highexp","random_test","0.306129730376878","1.02825760066665","4591"
"22953","highvar","random_test","0.734827978279512","0.945317069388133","4591"
"22954","specific.ob","random_test","0.133770432416881","1.09110377540238","4591"
"22955","DEG","random_test","0.121079325413864","1.05515138517327","4591"
"22956","cpm","random_test","0.259256213390345","1.03008855958415","4592"
"22957","highexp","random_test","0.612019058081127","0.986249281981609","4592"
"22958","highvar","random_test","0.123387784175257","1.11694165303662","4592"
"22959","specific.ob","random_test","0.36698495721118","1.02912038975768","4592"
"22960","DEG","random_test","0.626808411820455","0.986357726125976","4592"
"22961","cpm","random_test","0.192723914172133","1.04024208148829","4593"
"22962","highexp","random_test","0.424340798720059","1.01132874815732","4593"
"22963","highvar","random_test","0.374710601081642","1.03409750850841","4593"
"22964","specific.ob","random_test","0.0586332271383812","1.12913491645096","4593"
"22965","DEG","random_test","0.222646297242878","1.03602711934805","4593"
"22966","cpm","random_test","0.913523030909917","0.941642542884267","4594"
"22967","highexp","random_test","0.910981980558763","0.93186769185594","4594"
"22968","highvar","random_test","0.447760062478179","1.01607388768719","4594"
"22969","specific.ob","random_test","0.817976723846854","0.933490374245266","4594"
"22970","DEG","random_test","0.819651414675733","0.960181061464731","4594"
"22971","cpm","random_test","0.906244560921124","0.943543572049918","4595"
"22972","highexp","random_test","0.760682989899601","0.964309602492469","4595"
"22973","highvar","random_test","0.903275406490635","0.885181962782395","4595"
"22974","specific.ob","random_test","0.947332628333565","0.88150124853842","4595"
"22975","DEG","random_test","0.831354095152918","0.958188491392368","4595"
"22976","cpm","random_test","0.38603853040394","1.01390884983993","4596"
"22977","highexp","random_test","0.424340798720059","1.01132874815732","4596"
"22978","highvar","random_test","0.734827978279512","0.945317069388133","4596"
"22979","specific.ob","random_test","0.5498935974967","0.992754247317286","4596"
"22980","DEG","random_test","0.50238242658231","1.00066552708637","4596"
"22981","cpm","random_test","0.630961713625436","0.98609048084177","4597"
"22982","highexp","random_test","0.363577580380976","1.01977176113459","4597"
"22983","highvar","random_test","0.702652969437614","0.954048823798594","4597"
"22984","specific.ob","random_test","0.5498935974967","0.992754247317286","4597"
"22985","DEG","random_test","0.975153107204442","0.915096677952386","4597"
"22986","cpm","random_test","0.192723914172133","1.04024208148829","4598"
"22987","highexp","random_test","0.19086574976589","1.04822566677936","4598"
"22988","highvar","random_test","0.143300880896165","1.1075945265812","4598"
"22989","specific.ob","random_test","0.117968954816542","1.09739803052757","4598"
"22990","DEG","random_test","0.0214156764828025","1.09634725214542","4598"
"22991","cpm","random_test","0.119242564328527","1.05466471914619","4599"
"22992","highexp","random_test","0.0599176377207137","1.08592528537501","4599"
"22993","highvar","random_test","0.597451770766349","0.980436069640833","4599"
"22994","specific.ob","random_test","0.640261380478966","0.97479169739669","4599"
"22995","DEG","random_test","0.088509073607824","1.06372574361","4599"
"22996","cpm","random_test","0.782608396546393","0.966577975286967","4600"
"22997","highexp","random_test","0.570955075962695","0.991791856249934","4600"
"22998","highvar","random_test","0.339727050455629","1.0431614728054","4600"
"22999","specific.ob","random_test","0.982066031158169","0.847558218612784","4600"
"23000","DEG","random_test","0.236347755122993","1.03391588100795","4600"
"23001","cpm","random_test","0.755420576835204","0.970457230541589","4601"
"23002","highexp","random_test","0.760682989899601","0.964309602492469","4601"
"23003","highvar","random_test","0.885659924057867","0.893679595110623","4601"
"23004","specific.ob","random_test","0.488024186463545","1.00480886289509","4601"
"23005","DEG","random_test","0.236347755122993","1.03391588100795","4601"
"23006","cpm","random_test","0.074230860188315","1.06713537855893","4602"
"23007","highexp","random_test","0.139070678913732","1.05974229497523","4602"
"23008","highvar","random_test","0.143300880896165","1.1075945265812","4602"
"23009","specific.ob","random_test","0.234137098098678","1.05989529346601","4602"
"23010","DEG","random_test","0.753865252604473","0.970188753967532","4602"
"23011","cpm","random_test","0.906244560921124","0.943543572049918","4603"
"23012","highexp","random_test","0.910981980558763","0.93186769185594","4603"
"23013","highvar","random_test","0.597451770766349","0.980436069640833","4603"
"23014","specific.ob","random_test","0.873712771216145","0.916007213166728","4603"
"23015","DEG","random_test","0.556447310672057","0.994515202846416","4603"
"23016","cpm","random_test","0.288870703931267","1.02602388337257","4604"
"23017","highexp","random_test","0.403799756173434","1.01413834058956","4604"
"23018","highvar","random_test","0.702652969437614","0.954048823798594","4604"
"23019","specific.ob","random_test","0.580521646898459","0.986750911577307","4604"
"23020","DEG","random_test","0.36079935825727","1.01721343293459","4604"
"23021","cpm","random_test","0.420508238519366","1.00989673882895","4605"
"23022","highexp","random_test","0.708628269369064","0.972467109909203","4605"
"23023","highvar","random_test","0.447760062478179","1.01607388768719","4605"
"23024","specific.ob","random_test","0.169638068441937","1.07856797303101","4605"
"23025","DEG","random_test","0.34399906885139","1.01929733885033","4605"
"23026","cpm","random_test","0.985012394367891","0.907902554457106","4606"
"23027","highexp","random_test","0.957336317141961","0.91325782905253","4606"
"23028","highvar","random_test","0.819858179744019","0.919373422422275","4606"
"23029","specific.ob","random_test","0.610702185143374","0.980763405745188","4606"
"23030","DEG","random_test","0.739323945349839","0.972199295736818","4606"
"23031","cpm","random_test","0.205122193212552","1.03819179710784","4607"
"23032","highexp","random_test","0.19086574976589","1.04822566677936","4607"
"23033","highvar","random_test","0.0527075847290738","1.16422106123772","4607"
"23034","specific.ob","random_test","0.234137098098678","1.05989529346601","4607"
"23035","DEG","random_test","0.538488936265826","0.996562230127866","4607"
"23036","cpm","random_test","0.913523030909917","0.941642542884267","4608"
"23037","highexp","random_test","0.871543901659396","0.942599971666721","4608"
"23038","highvar","random_test","0.243933758809191","1.07056344352548","4608"
"23039","specific.ob","random_test","0.488024186463545","1.00480886289509","4608"
"23040","DEG","random_test","0.34399906885139","1.01929733885033","4608"
"23041","cpm","random_test","0.726509965535806","0.974348070111321","4609"
"23042","highexp","random_test","0.651895816820613","0.980723698530243","4609"
"23043","highvar","random_test","0.410817996074886","1.0250683522464","4609"
"23044","specific.ob","random_test","0.189726050681644","1.07232632558286","4609"
"23045","DEG","random_test","0.643859370361391","0.984325989629523","4609"
"23046","cpm","random_test","0.0682001907376657","1.06922485171542","4610"
"23047","highexp","random_test","0.743908128095628","0.966983860988279","4610"
"23048","highvar","random_test","0.976287131689676","0.826581105117567","4610"
"23049","specific.ob","random_test","0.169638068441937","1.07856797303101","4610"
"23050","DEG","random_test","0.626808411820455","0.986357726125976","4610"
"23051","cpm","random_test","0.630961713625436","0.98609048084177","4611"
"23052","highexp","random_test","0.591608989567555","0.989018443230348","4611"
"23053","highvar","random_test","0.734827978279512","0.945317069388133","4611"
"23054","specific.ob","random_test","0.488024186463545","1.00480886289509","4611"
"23055","DEG","random_test","0.969343009271677","0.918955924464584","4611"
"23056","cpm","random_test","0.336073012466791","1.01995158271075","4612"
"23057","highexp","random_test","0.236634801361049","1.03963904838427","4612"
"23058","highvar","random_test","0.0189164201493187","1.21237262213687","4612"
"23059","specific.ob","random_test","0.396461317842232","1.02301693620338","4612"
"23060","DEG","random_test","0.196653588367819","1.04025999361809","4612"
"23061","cpm","random_test","0.696012259307758","0.978250532543979","4613"
"23062","highexp","random_test","0.910981980558763","0.93186769185594","4613"
"23063","highvar","random_test","0.243933758809191","1.07056344352548","4613"
"23064","specific.ob","random_test","0.978222903967436","0.853176764007178","4613"
"23065","DEG","random_test","0.693217163054084","0.97824901755247","4613"
"23066","cpm","random_test","0.38603853040394","1.01390884983993","4614"
"23067","highexp","random_test","0.760682989899601","0.964309602492469","4614"
"23068","highvar","random_test","0.954392435848227","0.851508116972917","4614"
"23069","specific.ob","random_test","0.0428720290354215","1.1419546219523","4614"
"23070","DEG","random_test","0.59199245361271","0.990430348185054","4614"
"23071","cpm","random_test","0.38603853040394","1.01390884983993","4615"
"23072","highexp","random_test","0.834998578302312","0.950696388912405","4615"
"23073","highvar","random_test","0.5228839439639","0.998188551403908","4615"
"23074","specific.ob","random_test","0.0363948882209356","1.14839147030152","4615"
"23075","DEG","random_test","0.781600943544001","0.966176688654664","4615"
"23076","cpm","random_test","0.831445615199954","0.958854064181934","4616"
"23077","highexp","random_test","0.952254845744401","0.915903088584745","4616"
"23078","highvar","random_test","0.819858179744019","0.919373422422275","4616"
"23079","specific.ob","random_test","0.457154576149904","1.01086121356336","4616"
"23080","DEG","random_test","0.891150118866766","0.946295434167981","4616"
"23081","cpm","random_test","0.508853875436788","0.99993896484375","4617"
"23082","highexp","random_test","0.743908128095628","0.966983860988279","4617"
"23083","highvar","random_test","0.970248808674398","0.834859128716894","4617"
"23084","specific.ob","random_test","0.723645451643856","0.956971032599783","4617"
"23085","DEG","random_test","0.052579577608755","1.0766852236737","4617"
"23086","cpm","random_test","0.819948049636585","0.960780728992591","4618"
"23087","highexp","random_test","0.651895816820613","0.980723698530243","4618"
"23088","highvar","random_test","0.765187019829064","0.936678180466874","4618"
"23089","specific.ob","random_test","0.796462574116016","0.939352410399979","4618"
"23090","DEG","random_test","0.41273171153565","1.01098230663398","4618"
"23091","cpm","random_test","0.336073012466791","1.01995158271075","4619"
"23092","highexp","random_test","0.445097124205199","1.00852389042046","4619"
"23093","highvar","random_test","0.633706297712217","0.97160822395472","4619"
"23094","specific.ob","random_test","0.133770432416881","1.09110377540238","4619"
"23095","DEG","random_test","0.574293732418464","0.992471243897612","4619"
"23096","cpm","random_test","0.491073678662638","1.00191169147889","4620"
"23097","highexp","random_test","0.550112817269759","0.994570272424794","4620"
"23098","highvar","random_test","0.981269003433505","0.81833386856083","4620"
"23099","specific.ob","random_test","0.0502580698108571","1.13553578936386","4620"
"23100","DEG","random_test","0.626808411820455","0.986357726125976","4620"
"23101","cpm","random_test","0.71144969895375","0.976297846055455","4621"
"23102","highexp","random_test","0.383528074747992","1.01695267560591","4621"
"23103","highvar","random_test","0.918839108713244","0.876716148078475","4621"
"23104","specific.ob","random_test","0.773527275977684","0.94523001629575","4621"
"23105","DEG","random_test","0.76796248959895","0.968181219938185","4621"
"23106","cpm","random_test","0.437996807204356","1.00789558562098","4622"
"23107","highexp","random_test","0.253147392979718","1.03678648398944","4622"
"23108","highvar","random_test","0.243933758809191","1.07056344352548","4622"
"23109","specific.ob","random_test","0.580521646898459","0.986750911577307","4622"
"23110","DEG","random_test","0.708979493962713","0.976229422513989","4622"
"23111","cpm","random_test","0.119242564328527","1.05466471914619","4623"
"23112","highexp","random_test","0.139070678913732","1.05974229497523","4623"
"23113","highvar","random_test","0.243933758809191","1.07056344352548","4623"
"23114","specific.ob","random_test","0.426574268707167","1.01693055789121","4623"
"23115","DEG","random_test","0.280117063451335","1.02766737418062","4623"
"23116","cpm","random_test","0.508853875436788","0.99993896484375","4624"
"23117","highexp","random_test","0.743908128095628","0.966983860988279","4624"
"23118","highvar","random_test","0.702652969437614","0.954048823798594","4624"
"23119","specific.ob","random_test","0.103549551364052","1.10370992300416","4624"
"23120","DEG","random_test","0.250503540465196","1.03180810383942","4624"
"23121","cpm","random_test","0.795523277162581","0.964642679767211","4625"
"23122","highexp","random_test","0.976604564985503","0.900097508627728","4625"
"23123","highvar","random_test","0.189443275258006","1.08900779224984","4625"
"23124","specific.ob","random_test","0.817976723846854","0.933490374245266","4625"
"23125","DEG","random_test","0.882410437899201","0.948270210814234","4625"
"23126","cpm","random_test","0.205122193212552","1.03819179710784","4626"
"23127","highexp","random_test","0.632131728289437","0.983484368437682","4626"
"23128","highvar","random_test","0.843981848628066","0.910770915522976","4626"
"23129","specific.ob","random_test","0.0149144926121174","1.18082827287415","4626"
"23130","DEG","random_test","0.677092251539912","0.980271640392101","4626"
"23131","cpm","random_test","0.180796441906075","1.04229568743206","4627"
"23132","highexp","random_test","0.445097124205199","1.00852389042046","4627"
"23133","highvar","random_test","0.734827978279512","0.945317069388133","4627"
"23134","specific.ob","random_test","0.457154576149904","1.01086121356336","4627"
"23135","DEG","random_test","0.831354095152918","0.958188491392368","4627"
"23136","cpm","random_test","0.0806615311720933","1.06504906597275","4628"
"23137","highexp","random_test","0.00546428681262229","1.1425314064777","4628"
"23138","highvar","random_test","0.0235485967129932","1.20265971623292","4628"
"23139","specific.ob","random_test","0.580521646898459","0.986750911577307","4628"
"23140","DEG","random_test","0.914555783440268","0.940388774862551","4628"
"23141","cpm","random_test","0.147875543883572","1.04847168739091","4629"
"23142","highexp","random_test","0.424340798720059","1.01132874815732","4629"
"23143","highvar","random_test","0.702652969437614","0.954048823798594","4629"
"23144","specific.ob","random_test","0.21123669224965","1.06610211511113","4629"
"23145","DEG","random_test","0.626808411820455","0.986357726125976","4629"
"23146","cpm","random_test","0.596835070843789","0.990028044455935","4630"
"23147","highexp","random_test","0.690187677477166","0.975215073340069","4630"
"23148","highvar","random_test","0.819858179744019","0.919373422422275","4630"
"23149","specific.ob","random_test","0.457154576149904","1.01086121356336","4630"
"23150","DEG","random_test","0.327504167552943","1.02138468245329","4630"
"23151","cpm","random_test","0.54433489203626","0.995956486551097","4631"
"23152","highexp","random_test","0.466012824946772","1.00572375952992","4631"
"23153","highvar","random_test","0.485224563594019","1.0071140031018","4631"
"23154","specific.ob","random_test","0.117968954816542","1.09739803052757","4631"
"23155","DEG","random_test","0.708979493962713","0.976229422513989","4631"
"23156","cpm","random_test","0.205122193212552","1.03819179710784","4632"
"23157","highexp","random_test","0.0434366542248336","1.09474353975187","4632"
"23158","highvar","random_test","0.0756157168310538","1.14519990463066","4632"
"23159","specific.ob","random_test","0.773527275977684","0.94523001629575","4632"
"23160","DEG","random_test","0.36079935825727","1.01721343293459","4632"
"23161","cpm","random_test","0.00183673824793336","1.13779059461336","4633"
"23162","highexp","random_test","0.324833882379925","1.02542421563859","4633"
"23163","highvar","random_test","0.243933758809191","1.07056344352548","4633"
"23164","specific.ob","random_test","0.0180031826278639","1.17430663249251","4633"
"23165","DEG","random_test","0.0238304449063499","1.0941492709746","4633"
"23166","cpm","random_test","0.352456649094214","1.01793405801791","4634"
"23167","highexp","random_test","0.236634801361049","1.03963904838427","4634"
"23168","highvar","random_test","0.94426190833637","0.859879373624224","4634"
"23169","specific.ob","random_test","0.955349163419158","0.875805282086478","4634"
"23170","DEG","random_test","0.0629767794185414","1.07235227766653","4634"
"23171","cpm","random_test","0.110633523935577","1.05673531128136","4635"
"23172","highexp","random_test","0.726546503215493","0.969723373818554","4635"
"23173","highvar","random_test","0.597451770766349","0.980436069640833","4635"
"23174","specific.ob","random_test","0.189726050681644","1.07232632558286","4635"
"23175","DEG","random_test","0.00397511600670013","1.12747316301013","4635"
"23176","cpm","random_test","0.304255612831924","1.02399649169845","4636"
"23177","highexp","random_test","0.671262901710758","0.977967268188676","4636"
"23178","highvar","random_test","0.793569264976435","0.928009986523376","4636"
"23179","specific.ob","random_test","0.0258486936629663","1.16131944181665","4636"
"23180","DEG","random_test","0.556447310672057","0.994515202846416","4636"
"23181","cpm","random_test","0.863048460303805","0.953091254891516","4637"
"23182","highexp","random_test","0.910981980558763","0.93186769185594","4637"
"23183","highvar","random_test","0.633706297712217","0.97160822395472","4637"
"23184","specific.ob","random_test","0.338302806434251","1.03524096072877","4637"
"23185","DEG","random_test","0.831354095152918","0.958188491392368","4637"
