"","Type","background","pvalue","oddvalue","Simulate"
"5624","specific.ob","random_test","0.610702185143374","0.980763405745188","1125"
"5625","DEG","random_test","0.76796248959895","0.968181219938185","1125"
"5626","cpm","random_test","0.336073012466791","1.01995158271075","1126"
"5627","highexp","random_test","0.612019058081127","0.986249281981609","1126"
"5628","highvar","random_test","0.865911718962555","0.902209195576409","1126"
"5629","specific.ob","random_test","0.640261380478966","0.97479169739669","1126"
"5630","DEG","random_test","0.466269477108971","1.00478199492386","1126"
"5631","cpm","random_test","0.336073012466791","1.01995158271075","1127"
"5632","highexp","random_test","0.487030612304611","1.0029283476764","1127"
"5633","highvar","random_test","0.374710601081642","1.03409750850841","1127"
"5634","specific.ob","random_test","0.21123669224965","1.06610211511113","1127"
"5635","DEG","random_test","0.520455022535985","0.998612330846955","1127"
"5636","cpm","random_test","0.561965546507089","0.993977386431742","1128"
"5637","highexp","random_test","0.508092285066742","1.00012208521548","1128"
"5638","highvar","random_test","0.5228839439639","0.998188551403908","1128"
"5639","specific.ob","random_test","0.873712771216145","0.916007213166728","1128"
"5640","DEG","random_test","0.807454303566409","0.96217661439093","1128"
"5641","cpm","random_test","0.976744171442317","0.915322620726464","1129"
"5642","highexp","random_test","0.952254845744401","0.915903088584745","1129"
"5643","highvar","random_test","0.843981848628066","0.910770915522976","1129"
"5644","specific.ob","random_test","0.488024186463545","1.00480886289509","1129"
"5645","DEG","random_test","0.873187124496647","0.950247940728547","1129"
"5646","cpm","random_test","0.074230860188315","1.06713537855893","1130"
"5647","highexp","random_test","0.151016507787605","1.05685584801659","1130"
"5648","highvar","random_test","0.0756157168310538","1.14519990463066","1130"
"5649","specific.ob","random_test","0.258375169611172","1.05370581330493","1130"
"5650","DEG","random_test","0.0629767794185414","1.07235227766653","1130"
"5651","cpm","random_test","0.526619354123206","0.997938545972358","1131"
"5652","highexp","random_test","0.403799756173434","1.01413834058956","1131"
"5653","highvar","random_test","0.597451770766349","0.980436069640833","1131"
"5654","specific.ob","random_test","0.488024186463545","1.00480886289509","1131"
"5655","DEG","random_test","0.807454303566409","0.96217661439093","1131"
"5656","cpm","random_test","0.71144969895375","0.976297846055455","1132"
"5657","highexp","random_test","0.690187677477166","0.975215073340069","1132"
"5658","highvar","random_test","0.306126753768299","1.05226036594109","1132"
"5659","specific.ob","random_test","0.258375169611172","1.05370581330493","1132"
"5660","DEG","random_test","0.556447310672057","0.994515202846416","1132"
"5661","cpm","random_test","0.231302014140056","1.03410117804223","1133"
"5662","highexp","random_test","0.205477142351916","1.04535863148263","1133"
"5663","highvar","random_test","0.668865135393277","0.962812508648932","1133"
"5664","specific.ob","random_test","0.258375169611172","1.05370581330493","1133"
"5665","DEG","random_test","0.311342151240252","1.02347546721996","1133"
"5666","cpm","random_test","0.259256213390345","1.03008855958415","1134"
"5667","highexp","random_test","0.324833882379925","1.02542421563859","1134"
"5668","highvar","random_test","0.765187019829064","0.936678180466874","1134"
"5669","specific.ob","random_test","0.610702185143374","0.980763405745188","1134"
"5670","DEG","random_test","0.250503540465196","1.03180810383942","1134"
"5671","cpm","random_test","0.455610164552365","1.00589769575037","1135"
"5672","highexp","random_test","0.176914807636722","1.05109754236665","1135"
"5673","highvar","random_test","0.597451770766349","0.980436069640833","1135"
"5674","specific.ob","random_test","0.488024186463545","1.00480886289509","1135"
"5675","DEG","random_test","0.265098967873721","1.02976850335797","1135"
"5676","cpm","random_test","0.664096325049461","0.982164656517801","1136"
"5677","highexp","random_test","0.871543901659396","0.942599971666721","1136"
"5678","highvar","random_test","0.843981848628066","0.910770915522976","1136"
"5679","specific.ob","random_test","0.234137098098678","1.05989529346601","1136"
"5680","DEG","random_test","0.76796248959895","0.968181219938185","1136"
"5681","cpm","random_test","0.913523030909917","0.941642542884267","1137"
"5682","highexp","random_test","0.987975469125448","0.887046415480723","1137"
"5683","highvar","random_test","0.765187019829064","0.936678180466874","1137"
"5684","specific.ob","random_test","0.117968954816542","1.09739803052757","1137"
"5685","DEG","random_test","0.280117063451335","1.02766737418062","1137"
"5686","cpm","random_test","0.953185234859003","0.9284141721531","1138"
"5687","highexp","random_test","0.743908128095628","0.966983860988279","1138"
"5688","highvar","random_test","0.865911718962555","0.902209195576409","1138"
"5689","specific.ob","random_test","0.903577288098566","0.904441992693365","1138"
"5690","DEG","random_test","0.819651414675733","0.960181061464731","1138"
"5691","cpm","random_test","0.71144969895375","0.976297846055455","1139"
"5692","highexp","random_test","0.671262901710758","0.977967268188676","1139"
"5693","highvar","random_test","0.865911718962555","0.902209195576409","1139"
"5694","specific.ob","random_test","0.856610449134829","0.921813717144618","1139"
"5695","DEG","random_test","0.184380219640379","1.04238163660214","1139"
"5696","cpm","random_test","0.819948049636585","0.960780728992591","1140"
"5697","highexp","random_test","0.776845154708592","0.961578523934131","1140"
"5698","highvar","random_test","0.485224563594019","1.0071140031018","1140"
"5699","specific.ob","random_test","0.21123669224965","1.06610211511113","1140"
"5700","DEG","random_test","0.724355592843068","0.974212850248618","1140"
"5701","cpm","random_test","0.80797223624373","0.962710265929733","1141"
"5702","highexp","random_test","0.847858324100045","0.94799307080922","1141"
"5703","highvar","random_test","0.485224563594019","1.0071140031018","1141"
"5704","specific.ob","random_test","0.916420971329198","0.898683172124427","1141"
"5705","DEG","random_test","0.377875753355218","1.01513296123548","1141"
"5706","cpm","random_test","0.336073012466791","1.01995158271075","1142"
"5707","highexp","random_test","0.570955075962695","0.991791856249934","1142"
"5708","highvar","random_test","0.243933758809191","1.07056344352548","1142"
"5709","specific.ob","random_test","0.234137098098678","1.05989529346601","1142"
"5710","DEG","random_test","0.395197334883704","1.01305592028827","1142"
"5711","cpm","random_test","0.94862925356717","0.930295525621064","1143"
"5712","highexp","random_test","0.708628269369064","0.972467109909203","1143"
"5713","highvar","random_test","0.485224563594019","1.0071140031018","1143"
"5714","specific.ob","random_test","0.992233398611801","0.825236870415662","1143"
"5715","DEG","random_test","0.921456169406672","0.938425762355169","1143"
"5716","cpm","random_test","0.943728303720558","0.932179675925956","1144"
"5717","highexp","random_test","0.882379279555296","0.939910174195095","1144"
"5718","highvar","random_test","0.189443275258006","1.08900779224984","1144"
"5719","specific.ob","random_test","0.889357104373211","0.910216655726144","1144"
"5720","DEG","random_test","0.59199245361271","0.990430348185054","1144"
"5721","cpm","random_test","0.455610164552365","1.00589769575037","1145"
"5722","highexp","random_test","0.324833882379925","1.02542421563859","1145"
"5723","highvar","random_test","0.274133949507694","1.06139431306112","1145"
"5724","specific.ob","random_test","0.817976723846854","0.933490374245266","1145"
"5725","DEG","random_test","0.184380219640379","1.04238163660214","1145"
"5726","cpm","random_test","0.180796441906075","1.04229568743206","1146"
"5727","highexp","random_test","0.127788741780116","1.06263361601614","1146"
"5728","highvar","random_test","0.10552481923484","1.12632482065431","1146"
"5729","specific.ob","random_test","0.749228801338873","0.951062189394761","1146"
"5730","DEG","random_test","0.184380219640379","1.04238163660214","1146"
"5731","cpm","random_test","0.920371684466968","0.939744338549345","1147"
"5732","highexp","random_test","0.708628269369064","0.972467109909203","1147"
"5733","highvar","random_test","0.089634340593096","1.13574418492684","1147"
"5734","specific.ob","random_test","0.488024186463545","1.00480886289509","1147"
"5735","DEG","random_test","0.927926865535425","0.936465678690786","1147"
"5736","cpm","random_test","0.795523277162581","0.964642679767211","1148"
"5737","highexp","random_test","0.726546503215493","0.969723373818554","1148"
"5738","highvar","random_test","0.988628697192511","0.801931181493647","1148"
"5739","specific.ob","random_test","0.838032014011737","0.927643875184874","1148"
"5740","DEG","random_test","0.556447310672057","0.994515202846416","1148"
"5741","cpm","random_test","0.526619354123206","0.997938545972358","1149"
"5742","highexp","random_test","0.403799756173434","1.01413834058956","1149"
"5743","highvar","random_test","0.274133949507694","1.06139431306112","1149"
"5744","specific.ob","random_test","0.426574268707167","1.01693055789121","1149"
"5745","DEG","random_test","0.377875753355218","1.01513296123548","1149"
"5746","cpm","random_test","0.741172937840935","0.972401199880881","1150"
"5747","highexp","random_test","0.671262901710758","0.977967268188676","1150"
"5748","highvar","random_test","0.976287131689676","0.826581105117567","1150"
"5749","specific.ob","random_test","0.982066031158169","0.847558218612784","1150"
"5750","DEG","random_test","0.609508606901452","0.988392510620924","1150"
"5751","cpm","random_test","0.842461901601153","0.956930266731993","1151"
"5752","highexp","random_test","0.550112817269759","0.994570272424794","1151"
"5753","highvar","random_test","0.560403807802815","0.989296145542093","1151"
"5754","specific.ob","random_test","0.258375169611172","1.05370581330493","1151"
"5755","DEG","random_test","0.150512428097688","1.0487546409622","1151"
"5756","cpm","random_test","0.926802917100878","0.937848954359628","1152"
"5757","highexp","random_test","0.976604564985503","0.900097508627728","1152"
"5758","highvar","random_test","0.633706297712217","0.97160822395472","1152"
"5759","specific.ob","random_test","0.283879283634431","1.04753362810775","1152"
"5760","DEG","random_test","0.914555783440268","0.940388774862551","1152"
"5761","cpm","random_test","0.769236976501586","0.968516157279042","1153"
"5762","highexp","random_test","0.253147392979718","1.03678648398944","1153"
"5763","highvar","random_test","0.410817996074886","1.0250683522464","1153"
"5764","specific.ob","random_test","0.968452843017432","0.864460054898787","1153"
"5765","DEG","random_test","0.395197334883704","1.01305592028827","1153"
"5766","cpm","random_test","0.872622371850042","0.95117603100975","1154"
"5767","highexp","random_test","0.952254845744401","0.915903088584745","1154"
"5768","highvar","random_test","0.932458524192693","0.868282001312888","1154"
"5769","specific.ob","random_test","0.426574268707167","1.01693055789121","1154"
"5770","DEG","random_test","0.66063044986679","0.98229729606943","1154"
"5771","cpm","random_test","0.473314057070819","1.00390306557986","1155"
"5772","highexp","random_test","0.726546503215493","0.969723373818554","1155"
"5773","highvar","random_test","0.765187019829064","0.936678180466874","1155"
"5774","specific.ob","random_test","0.258375169611172","1.05370581330493","1155"
"5775","DEG","random_test","0.933981958610837","0.934508519009329","1155"
"5776","cpm","random_test","0.943728303720558","0.932179675925956","1156"
"5777","highexp","random_test","0.821460616639978","0.953410537941541","1156"
"5778","highvar","random_test","0.410817996074886","1.0250683522464","1156"
"5779","specific.ob","random_test","0.873712771216145","0.916007213166728","1156"
"5780","DEG","random_test","0.59199245361271","0.990430348185054","1156"
"5781","cpm","random_test","0.54433489203626","0.995956486551097","1157"
"5782","highexp","random_test","0.550112817269759","0.994570272424794","1157"
"5783","highvar","random_test","0.485224563594019","1.0071140031018","1157"
"5784","specific.ob","random_test","0.985318854698544","0.841955006386706","1157"
"5785","DEG","random_test","0.265098967873721","1.02976850335797","1157"
"5786","cpm","random_test","0.192723914172133","1.04024208148829","1158"
"5787","highexp","random_test","0.529139211332863","0.99735163202413","1158"
"5788","highvar","random_test","0.339727050455629","1.0431614728054","1158"
"5789","specific.ob","random_test","0.36698495721118","1.02912038975768","1158"
"5790","DEG","random_test","0.430445199439994","1.00891211681934","1158"
"5791","cpm","random_test","0.192723914172133","1.04024208148829","1159"
"5792","highexp","random_test","0.19086574976589","1.04822566677936","1159"
"5793","highvar","random_test","0.702652969437614","0.954048823798594","1159"
"5794","specific.ob","random_test","0.169638068441937","1.07856797303101","1159"
"5795","DEG","random_test","0.609508606901452","0.988392510620924","1159"
"5796","cpm","random_test","0.0174525566384629","1.09881246109102","1160"
"5797","highexp","random_test","0.0214352656014537","1.11251370911869","1160"
"5798","highvar","random_test","0.0527075847290738","1.16422106123772","1160"
"5799","specific.ob","random_test","0.150987174048923","1.08482710639767","1160"
"5800","DEG","random_test","0.0959619897230365","1.06157727660233","1160"
"5801","cpm","random_test","0.755420576835204","0.970457230541589","1161"
"5802","highexp","random_test","0.612019058081127","0.986249281981609","1161"
"5803","highvar","random_test","0.819858179744019","0.919373422422275","1161"
"5804","specific.ob","random_test","0.696875422713106","0.962895543316819","1161"
"5805","DEG","random_test","0.609508606901452","0.988392510620924","1161"
"5806","cpm","random_test","0.630961713625436","0.98609048084177","1162"
"5807","highexp","random_test","0.253147392979718","1.03678648398944","1162"
"5808","highvar","random_test","0.306126753768299","1.05226036594109","1162"
"5809","specific.ob","random_test","0.749228801338873","0.951062189394761","1162"
"5810","DEG","random_test","0.609508606901452","0.988392510620924","1162"
"5811","cpm","random_test","0.989424417437017","0.902366308628527","1163"
"5812","highexp","random_test","0.97348170340407","0.902720802531938","1163"
"5813","highvar","random_test","0.94426190833637","0.859879373624224","1163"
"5814","specific.ob","random_test","0.903577288098566","0.904441992693365","1163"
"5815","DEG","random_test","0.794768232337631","0.964175155131316","1163"
"5816","cpm","random_test","0.420508238519366","1.00989673882895","1164"
"5817","highexp","random_test","0.760682989899601","0.964309602492469","1164"
"5818","highvar","random_test","0.793569264976435","0.928009986523376","1164"
"5819","specific.ob","random_test","0.338302806434251","1.03524096072877","1164"
"5820","DEG","random_test","0.140211567619553","1.0508836597098","1164"
"5821","cpm","random_test","0.403177960183022","1.01190115901832","1165"
"5822","highexp","random_test","0.363577580380976","1.01977176113459","1165"
"5823","highvar","random_test","0.189443275258006","1.08900779224984","1165"
"5824","specific.ob","random_test","0.338302806434251","1.03524096072877","1165"
"5825","DEG","random_test","0.739323945349839","0.972199295736818","1165"
"5826","cpm","random_test","0.319997550750549","1.02197239270893","1166"
"5827","highexp","random_test","0.0978322770855835","1.0713369092335","1166"
"5828","highvar","random_test","0.243933758809191","1.07056344352548","1166"
"5829","specific.ob","random_test","0.169638068441937","1.07856797303101","1166"
"5830","DEG","random_test","0.161307318581157","1.04662884417133","1166"
"5831","cpm","random_test","0.304255612831924","1.02399649169845","1167"
"5832","highexp","random_test","0.139070678913732","1.05974229497523","1167"
"5833","highvar","random_test","0.10552481923484","1.12632482065431","1167"
"5834","specific.ob","random_test","0.838032014011737","0.927643875184874","1167"
"5835","DEG","random_test","0.574293732418464","0.992471243897612","1167"
"5836","cpm","random_test","0.696012259307758","0.978250532543979","1168"
"5837","highexp","random_test","0.651895816820613","0.980723698530243","1168"
"5838","highvar","random_test","0.702652969437614","0.954048823798594","1168"
"5839","specific.ob","random_test","0.723645451643856","0.956971032599783","1168"
"5840","DEG","random_test","0.85326529798633","0.954212280009812","1168"
"5841","cpm","random_test","0.180796441906075","1.04229568743206","1169"
"5842","highexp","random_test","0.529139211332863","0.99735163202413","1169"
"5843","highvar","random_test","0.189443275258006","1.08900779224984","1169"
"5844","specific.ob","random_test","0.0180031826278639","1.17430663249251","1169"
"5845","DEG","random_test","0.556447310672057","0.994515202846416","1169"
"5846","cpm","random_test","0.64766777442977","0.98412610370534","1170"
"5847","highexp","random_test","0.760682989899601","0.964309602492469","1170"
"5848","highvar","random_test","0.734827978279512","0.945317069388133","1170"
"5849","specific.ob","random_test","0.749228801338873","0.951062189394761","1170"
"5850","DEG","random_test","0.831354095152918","0.958188491392368","1170"
"5851","cpm","random_test","0.245063641730168","1.0321258515449","1171"
"5852","highexp","random_test","0.363577580380976","1.01977176113459","1171"
"5853","highvar","random_test","0.702652969437614","0.954048823798594","1171"
"5854","specific.ob","random_test","0.21123669224965","1.06610211511113","1171"
"5855","DEG","random_test","0.50238242658231","1.00066552708637","1171"
"5856","cpm","random_test","0.27386438897181","1.02805457143183","1172"
"5857","highexp","random_test","0.445097124205199","1.00852389042046","1172"
"5858","highvar","random_test","0.597451770766349","0.980436069640833","1172"
"5859","specific.ob","random_test","0.169638068441937","1.07856797303101","1172"
"5860","DEG","random_test","0.311342151240252","1.02347546721996","1172"
"5861","cpm","random_test","0.420508238519366","1.00989673882895","1173"
"5862","highexp","random_test","0.807249146779115","0.956128995749","1173"
"5863","highvar","random_test","0.954392435848227","0.851508116972917","1173"
"5864","specific.ob","random_test","0.640261380478966","0.97479169739669","1173"
"5865","DEG","random_test","0.150512428097688","1.0487546409622","1173"
"5866","cpm","random_test","0.54433489203626","0.995956486551097","1174"
"5867","highexp","random_test","0.236634801361049","1.03963904838427","1174"
"5868","highvar","random_test","0.165313729543598","1.09828328918616","1174"
"5869","specific.ob","random_test","0.234137098098678","1.05989529346601","1174"
"5870","DEG","random_test","0.34399906885139","1.01929733885033","1174"
"5871","cpm","random_test","0.304255612831924","1.02399649169845","1175"
"5872","highexp","random_test","0.253147392979718","1.03678648398944","1175"
"5873","highvar","random_test","0.123387784175257","1.11694165303662","1175"
"5874","specific.ob","random_test","0.457154576149904","1.01086121356336","1175"
"5875","DEG","random_test","0.36079935825727","1.01721343293459","1175"
"5876","cpm","random_test","0.38603853040394","1.01390884983993","1176"
"5877","highexp","random_test","0.236634801361049","1.03963904838427","1176"
"5878","highvar","random_test","0.410817996074886","1.0250683522464","1176"
"5879","specific.ob","random_test","0.0904665588723138","1.11003950479735","1176"
"5880","DEG","random_test","0.280117063451335","1.02766737418062","1176"
"5881","cpm","random_test","0.110633523935577","1.05673531128136","1177"
"5882","highexp","random_test","0.19086574976589","1.04822566677936","1177"
"5883","highvar","random_test","0.410817996074886","1.0250683522464","1177"
"5884","specific.ob","random_test","0.426574268707167","1.01693055789121","1177"
"5885","DEG","random_test","0.4843082232536","1.00272205596419","1177"
"5886","cpm","random_test","0.971343702392816","0.919049195318746","1178"
"5887","highexp","random_test","0.807249146779115","0.956128995749","1178"
"5888","highvar","random_test","0.189443275258006","1.08900779224984","1178"
"5889","specific.ob","random_test","0.916420971329198","0.898683172124427","1178"
"5890","DEG","random_test","0.66063044986679","0.98229729606943","1178"
"5891","cpm","random_test","0.664096325049461","0.982164656517801","1179"
"5892","highexp","random_test","0.792372981782115","0.958851656382695","1179"
"5893","highvar","random_test","0.997972665065006","0.753447201419392","1179"
"5894","specific.ob","random_test","0.696875422713106","0.962895543316819","1179"
"5895","DEG","random_test","0.982122719725067","0.909329329302752","1179"
"5896","cpm","random_test","0.664096325049461","0.982164656517801","1180"
"5897","highexp","random_test","0.529139211332863","0.99735163202413","1180"
"5898","highvar","random_test","0.843981848628066","0.910770915522976","1180"
"5899","specific.ob","random_test","0.488024186463545","1.00480886289509","1180"
"5900","DEG","random_test","0.807454303566409","0.96217661439093","1180"
"5901","cpm","random_test","0.0572829586180367","1.0734133018745","1181"
"5902","highexp","random_test","0.107181865877619","1.06843091454804","1181"
"5903","highvar","random_test","0.123387784175257","1.11694165303662","1181"
"5904","specific.ob","random_test","0.150987174048923","1.08482710639767","1181"
"5905","DEG","random_test","0.184380219640379","1.04238163660214","1181"
"5906","cpm","random_test","0.245063641730168","1.0321258515449","1182"
"5907","highexp","random_test","0.424340798720059","1.01132874815732","1182"
"5908","highvar","random_test","0.447760062478179","1.01607388768719","1182"
"5909","specific.ob","random_test","0.669035855400357","0.968835754080244","1182"
"5910","DEG","random_test","0.236347755122993","1.03391588100795","1182"
"5911","cpm","random_test","0.664096325049461","0.982164656517801","1183"
"5912","highexp","random_test","0.508092285066742","1.00012208521548","1183"
"5913","highvar","random_test","0.0435479138126084","1.17378683119417","1183"
"5914","specific.ob","random_test","0.978222903967436","0.853176764007178","1183"
"5915","DEG","random_test","0.150512428097688","1.0487546409622","1183"
"5916","cpm","random_test","0.863048460303805","0.953091254891516","1184"
"5917","highexp","random_test","0.882379279555296","0.939910174195095","1184"
"5918","highvar","random_test","0.793569264976435","0.928009986523376","1184"
"5919","specific.ob","random_test","0.838032014011737","0.927643875184874","1184"
"5920","DEG","random_test","0.311342151240252","1.02347546721996","1184"
"5921","cpm","random_test","0.852995882926079","0.955009331885067","1185"
"5922","highexp","random_test","0.926958421002823","0.926528380348898","1185"
"5923","highvar","random_test","0.843981848628066","0.910770915522976","1185"
"5924","specific.ob","random_test","0.796462574116016","0.939352410399979","1185"
"5925","DEG","random_test","0.13040204038943","1.0530159059344","1185"
"5926","cpm","random_test","0.169344451385711","1.04435261869764","1186"
"5927","highexp","random_test","0.163630850634933","1.05397426663599","1186"
"5928","highvar","random_test","0.306126753768299","1.05226036594109","1186"
"5929","specific.ob","random_test","0.0258486936629663","1.16131944181665","1186"
"5930","DEG","random_test","0.265098967873721","1.02976850335797","1186"
"5931","cpm","random_test","0.913523030909917","0.941642542884267","1187"
"5932","highexp","random_test","0.632131728289437","0.983484368437682","1187"
"5933","highvar","random_test","0.447760062478179","1.01607388768719","1187"
"5934","specific.ob","random_test","0.997626033125683","0.79767535025937","1187"
"5935","DEG","random_test","0.50238242658231","1.00066552708637","1187"
"5936","cpm","random_test","0.680219781046357","0.980206134415752","1188"
"5937","highexp","random_test","0.919266708238867","0.929195807198241","1188"
"5938","highvar","random_test","0.963002562543574","0.843168084138508","1188"
"5939","specific.ob","random_test","0.640261380478966","0.97479169739669","1188"
"5940","DEG","random_test","0.927926865535425","0.936465678690786","1188"
"5941","cpm","random_test","0.205122193212552","1.03819179710784","1189"
"5942","highexp","random_test","0.236634801361049","1.03963904838427","1189"
"5943","highvar","random_test","0.5228839439639","0.998188551403908","1189"
"5944","specific.ob","random_test","0.169638068441937","1.07856797303101","1189"
"5945","DEG","random_test","0.295538599881236","1.02556969663287","1189"
"5946","cpm","random_test","0.508853875436788","0.99993896484375","1190"
"5947","highexp","random_test","0.324833882379925","1.02542421563859","1190"
"5948","highvar","random_test","0.560403807802815","0.989296145542093","1190"
"5949","specific.ob","random_test","0.817976723846854","0.933490374245266","1190"
"5950","DEG","random_test","0.0238304449063499","1.0941492709746","1190"
"5951","cpm","random_test","0.180796441906075","1.04229568743206","1191"
"5952","highexp","random_test","0.117162785544254","1.06552981968084","1191"
"5953","highvar","random_test","0.765187019829064","0.936678180466874","1191"
"5954","specific.ob","random_test","0.488024186463545","1.00480886289509","1191"
"5955","DEG","random_test","0.34399906885139","1.01929733885033","1191"
"5956","cpm","random_test","0.680219781046357","0.980206134415752","1192"
"5957","highexp","random_test","0.760682989899601","0.964309602492469","1192"
"5958","highvar","random_test","0.374710601081642","1.03409750850841","1192"
"5959","specific.ob","random_test","0.426574268707167","1.01693055789121","1192"
"5960","DEG","random_test","0.939636303535054","0.932554278459014","1192"
"5961","cpm","random_test","0.881722092315326","0.949263655506219","1193"
"5962","highexp","random_test","0.984183432333918","0.892253809359662","1193"
"5963","highvar","random_test","0.215669786903076","1.07976789078329","1193"
"5964","specific.ob","random_test","0.723645451643856","0.956971032599783","1193"
"5965","DEG","random_test","0.891150118866766","0.946295434167981","1193"
"5966","cpm","random_test","0.819948049636585","0.960780728992591","1194"
"5967","highexp","random_test","0.570955075962695","0.991791856249934","1194"
"5968","highvar","random_test","0.865911718962555","0.902209195576409","1194"
"5969","specific.ob","random_test","0.640261380478966","0.97479169739669","1194"
"5970","DEG","random_test","0.739323945349839","0.972199295736818","1194"
"5971","cpm","random_test","0.80797223624373","0.962710265929733","1195"
"5972","highexp","random_test","0.807249146779115","0.956128995749","1195"
"5973","highvar","random_test","0.165313729543598","1.09828328918616","1195"
"5974","specific.ob","random_test","0.817976723846854","0.933490374245266","1195"
"5975","DEG","random_test","0.626808411820455","0.986357726125976","1195"
"5976","cpm","random_test","0.863048460303805","0.953091254891516","1196"
"5977","highexp","random_test","0.902084102841669","0.93454404246713","1196"
"5978","highvar","random_test","0.793569264976435","0.928009986523376","1196"
"5979","specific.ob","random_test","0.580521646898459","0.986750911577307","1196"
"5980","DEG","random_test","0.693217163054084","0.97824901755247","1196"
"5981","cpm","random_test","0.890353723882793","0.947354123655402","1197"
"5982","highexp","random_test","0.760682989899601","0.964309602492469","1197"
"5983","highvar","random_test","0.5228839439639","0.998188551403908","1197"
"5984","specific.ob","random_test","0.938225970612275","0.887212851528295","1197"
"5985","DEG","random_test","0.609508606901452","0.988392510620924","1197"
"5986","cpm","random_test","0.0477929574399045","1.07761446087716","1198"
"5987","highexp","random_test","0.0188985712939787","1.11549283760463","1198"
"5988","highvar","random_test","0.00191378474397727","1.30151564227323","1198"
"5989","specific.ob","random_test","0.488024186463545","1.00480886289509","1198"
"5990","DEG","random_test","0.0214156764828025","1.09634725214542","1198"
"5991","cpm","random_test","0.561965546507089","0.993977386431742","1199"
"5992","highexp","random_test","0.19086574976589","1.04822566677936","1199"
"5993","highvar","random_test","0.932458524192693","0.868282001312888","1199"
"5994","specific.ob","random_test","0.457154576149904","1.01086121356336","1199"
"5995","DEG","random_test","0.520455022535985","0.998612330846955","1199"
"5996","cpm","random_test","0.245063641730168","1.0321258515449","1200"
"5997","highexp","random_test","0.306129730376878","1.02825760066665","1200"
"5998","highvar","random_test","0.0435479138126084","1.17378683119417","1200"
"5999","specific.ob","random_test","0.21123669224965","1.06610211511113","1200"
"6000","DEG","random_test","0.430445199439994","1.00891211681934","1200"
"6001","cpm","random_test","0.664096325049461","0.982164656517801","1201"
"6002","highexp","random_test","0.632131728289437","0.983484368437682","1201"
"6003","highvar","random_test","0.339727050455629","1.0431614728054","1201"
"6004","specific.ob","random_test","0.396461317842232","1.02301693620338","1201"
"6005","DEG","random_test","0.150512428097688","1.0487546409622","1201"
"6006","cpm","random_test","0.473314057070819","1.00390306557986","1202"
"6007","highexp","random_test","0.807249146779115","0.956128995749","1202"
"6008","highvar","random_test","0.165313729543598","1.09828328918616","1202"
"6009","specific.ob","random_test","0.518999294120865","0.998773445362171","1202"
"6010","DEG","random_test","0.34399906885139","1.01929733885033","1202"
"6011","cpm","random_test","0.102480531708239","1.0588090365721","1203"
"6012","highexp","random_test","0.508092285066742","1.00012208521548","1203"
"6013","highvar","random_test","0.633706297712217","0.97160822395472","1203"
"6014","specific.ob","random_test","0.150987174048923","1.08482710639767","1203"
"6015","DEG","random_test","0.236347755122993","1.03391588100795","1203"
"6016","cpm","random_test","0.769236976501586","0.968516157279042","1204"
"6017","highexp","random_test","0.236634801361049","1.03963904838427","1204"
"6018","highvar","random_test","0.339727050455629","1.0431614728054","1204"
"6019","specific.ob","random_test","0.889357104373211","0.910216655726144","1204"
"6020","DEG","random_test","0.50238242658231","1.00066552708637","1204"
"6021","cpm","random_test","0.680219781046357","0.980206134415752","1205"
"6022","highexp","random_test","0.0978322770855835","1.0713369092335","1205"
"6023","highvar","random_test","0.903275406490635","0.885181962782395","1205"
"6024","specific.ob","random_test","0.817976723846854","0.933490374245266","1205"
"6025","DEG","random_test","0.395197334883704","1.01305592028827","1205"
"6026","cpm","random_test","0.508853875436788","0.99993896484375","1206"
"6027","highexp","random_test","0.591608989567555","0.989018443230348","1206"
"6028","highvar","random_test","0.560403807802815","0.989296145542093","1206"
"6029","specific.ob","random_test","0.0904665588723138","1.11003950479735","1206"
"6030","DEG","random_test","0.807454303566409","0.96217661439093","1206"
"6031","cpm","random_test","0.890353723882793","0.947354123655402","1207"
"6032","highexp","random_test","0.96197314061953","0.910616978729307","1207"
"6033","highvar","random_test","0.991262505323934","0.793775445452668","1207"
"6034","specific.ob","random_test","0.150987174048923","1.08482710639767","1207"
"6035","DEG","random_test","0.85326529798633","0.954212280009812","1207"
"6036","cpm","random_test","0.769236976501586","0.968516157279042","1208"
"6037","highexp","random_test","0.871543901659396","0.942599971666721","1208"
"6038","highvar","random_test","0.843981848628066","0.910770915522976","1208"
"6039","specific.ob","random_test","0.258375169611172","1.05370581330493","1208"
"6040","DEG","random_test","0.50238242658231","1.00066552708637","1208"
"6041","cpm","random_test","0.403177960183022","1.01190115901832","1209"
"6042","highexp","random_test","0.383528074747992","1.01695267560591","1209"
"6043","highvar","random_test","0.597451770766349","0.980436069640833","1209"
"6044","specific.ob","random_test","0.640261380478966","0.97479169739669","1209"
"6045","DEG","random_test","0.794768232337631","0.964175155131316","1209"
"6046","cpm","random_test","0.943728303720558","0.932179675925956","1210"
"6047","highexp","random_test","0.957336317141961","0.91325782905253","1210"
"6048","highvar","random_test","0.994985709964829","0.777554480530486","1210"
"6049","specific.ob","random_test","0.457154576149904","1.01086121356336","1210"
"6050","DEG","random_test","0.753865252604473","0.970188753967532","1210"
"6051","cpm","random_test","0.128315351361859","1.05259725473047","1211"
"6052","highexp","random_test","0.403799756173434","1.01413834058956","1211"
"6053","highvar","random_test","0.215669786903076","1.07976789078329","1211"
