"gene","average_expression","expression_prop"
"GALGAL-R08392",1114610650.67477,0.0294012190749373
"GALGAL-R13546",892221267.034479,0.012728576550735
"GALGAL-R10537",732520629.613533,0.383470778056651
"GALGAL-R10095",675642648.531641,0.15005378271782
"GALGAL-R12461",660407068.86903,0.208497669415561
"GALGAL-R01416",651907780.825368,0.0959125134456795
"GALGAL-R03612",630301755.044883,0.119576909286483
"GALGAL-R17578",579587894.297083,0.135891000358551
"GALGAL-R04141",543219387.711035,0.0306561491574041
"GALGAL-R09541",510135191.378807,0.0147006095374686
"GALGAL-R00903",504447557.06514,0.102187163858014
"GALGAL-R06369",465635963.555345,0.242918608820366
"GALGAL-R13359",449900394.271639,0.102724991036214
"GALGAL-R00209",410252403.060892,0.070096808892076
"GALGAL-R05541",407599198.482326,0.215310147006095
"GALGAL-R16449",353786454.467476,0.00609537468626748
"GALGAL-R14750",342841129.559465,0.0337038365005378
"GALGAL-R11879",307021573.304384,0.0207959842237361
"GALGAL-R01353",294882530.245615,0.0231265686626031
"GALGAL-R12068",290191186.316875,0.0426676228038724
"GALGAL-R07148",241361700.495197,0.0408748655432054
"GALGAL-R12116",237186671.01182,0.0247400501972033
"GALGAL-R05653",229111626.693478,0.171029042667623
"GALGAL-R01925",217694069.97497,0.0240229472929365
"GALGAL-R07819",189527676.179373,0.012190749372535
"GALGAL-R01692",155317627.959068,0.313373969164575
"GALGAL-R04063",149756661.981626,0.00914306202940122
"GALGAL-R08484",139559994.670834,0.00448189315166726
"GALGAL-R05623",131034586.67938,0.00448189315166726
"GALGAL-R10536",128191548.390448,0.168698458228756
"GALGAL-R10291",99431924.8670701,0.0537827178200072
"GALGAL-R00996",96930037.4121066,0.0231265686626031
"GALGAL-R05274",91153047.2834222,0.0204374327716027
"GALGAL-R00370",62322705.1883663,0.0290426676228039
"GALGAL-R14744",55309959.6369345,0.035317318035138
"GALGAL-R03150",51579700.965559,0.00663320186446755
"GALGAL-R10712",51163169.7835661,0.0220509143062029
"GALGAL-R10627",45572891.3760656,0.0544998207242739
"GALGAL-R03949",42541785.6002,0.0132664037289351
"GALGAL-R11049",31808144.7125526,0.200609537468627
"GALGAL-R03257",26748518.4190906,0.0984223736106131
"GALGAL-R04265",25852170.0990189,0.0123700250986016
"GALGAL-R12047",16359645.0180108,0.067228397275009
"GALGAL-R13992",15593156.1601203,0.0134456794550018
"GALGAL-R07139",15272135.1761198,0.00537827178200072
"GALGAL-R11482",13683468.4632575,0.0247400501972033
